respondent_id,annual_salary_usd,salary_change_yoy_pct,job_satisfaction_score,career_growth_outlook,ai_job_replacement_fear,job_search_status,received_ai_related_promotion,work_life_balance_score,burnout_level
R00349,75300.0,-1.6,4,Neutral,Neutral,Not looking,No,4,Mild
R00350,94500.0,-3.8,2,Neutral,Neutral,Not looking,No,5,Mild
R00351,49000.0,3.8,5,Neutral,Neutral,Not looking,No,3,Severe
R00352,248300.0,-13.1,2,Neutral,Neutral,Open to offers,No,4,Mild
R00353,236300.0,-7.3,4,Neutral,Somewhat likely,Not looking,No,4,Mild
R00354,189100.0,13.5,3,Negative,Very likely,Open to offers,No,3,Moderate
R00355,175000.0,-12.8,5,Positive,Very likely,Actively looking,No,2,None
R00356,124200.0,5.7,5,Neutral,Unlikely,Open to offers,Yes,4,Moderate
R00357,167500.0,12.4,5,Neutral,Very likely,Open to offers,No,4,None
R00358,44800.0,3.9,2,Positive,Unlikely,Not looking,No,3,Mild
R00359,31400.0,6.2,4,Neutral,Neutral,Actively looking,No,3,Moderate
R00360,31200.0,-2.8,5,Very positive,Unlikely,Not looking,No,4,Mild
R00361,255400.0,23.3,4,Negative,Neutral,Recently changed,Yes,2,Moderate
R00362,152400.0,13.2,3,Negative,Somewhat likely,Open to offers,No,3,Mild
R00363,48000.0,11.5,4,Positive,Very unlikely,Not looking,No,4,Severe
R00364,22100.0,9.7,3,Positive,Unlikely,Open to offers,No,3,Moderate
R00365,28400.0,5.2,3,Neutral,Neutral,Not looking,No,4,Mild
R00366,80100.0,-1.8,3,Very positive,Unlikely,Not looking,No,4,Moderate
R00367,34900.0,18.5,4,Very positive,Neutral,Open to offers,Yes,3,Severe
R00368,148800.0,-7.4,2,Very positive,Somewhat likely,Open to offers,No,5,Mild
R00369,45400.0,3.2,4,Neutral,Neutral,Not looking,No,2,Mild
R00370,127400.0,14.7,4,Positive,Neutral,Not looking,No,4,Mild
R00371,87800.0,2.6,4,Positive,Unlikely,Open to offers,No,3,Moderate
R00372,51200.0,-6.3,3,Neutral,Neutral,Not looking,Yes,3,Severe
R00373,101200.0,1.9,5,Positive,Unlikely,Not looking,No,4,None
R00374,167300.0,-2.7,5,Neutral,Very likely,Not looking,No,4,Severe
R00375,65300.0,-7.1,3,Negative,Neutral,Actively looking,Yes,4,Mild
R00376,50200.0,-12.5,2,Very positive,Very unlikely,Not looking,No,5,Mild
R00377,146600.0,15.0,4,Neutral,Very unlikely,Actively looking,Yes,4,Mild
R00378,118600.0,9.1,5,Negative,Somewhat likely,Open to offers,No,3,None
R00379,335200.0,1.5,5,Positive,Neutral,Open to offers,No,4,None
R00380,52700.0,12.8,5,Positive,Very likely,Not looking,No,4,Severe
R00381,27500.0,2.7,4,Positive,Somewhat likely,Not looking,No,4,Mild
R00382,235900.0,22.9,5,Neutral,Very likely,Actively looking,No,3,Moderate
R00383,43700.0,5.0,4,Neutral,Somewhat likely,Open to offers,No,1,Mild
R00384,86300.0,1.1,4,Negative,Very unlikely,Open to offers,No,4,Severe
R00385,71700.0,2.9,3,Very positive,Neutral,Open to offers,Yes,5,Moderate
R00386,49200.0,5.4,3,Positive,Unlikely,Not looking,Yes,3,Moderate
R00387,168800.0,7.5,5,Neutral,Somewhat likely,Open to offers,Yes,4,Mild
R00388,152600.0,12.5,5,Neutral,Very likely,Not looking,Yes,5,Mild
R00389,118200.0,14.9,4,Very positive,Neutral,Recently changed,No,5,Severe
R00390,59700.0,8.5,4,Very positive,Somewhat likely,Not looking,No,3,None
R00391,171900.0,12.6,4,Neutral,Somewhat likely,Open to offers,No,5,Moderate
R00392,52500.0,4.2,3,Neutral,Very unlikely,Recently changed,No,5,Mild
R00393,136000.0,12.2,4,Positive,Neutral,Not looking,No,3,None
R00394,252200.0,5.1,5,Negative,Very likely,Open to offers,Yes,4,Moderate
R00395,56500.0,-8.5,2,Positive,Unlikely,Open to offers,No,5,None
R00396,163400.0,6.3,4,Positive,Neutral,Not looking,No,3,Moderate
R00397,100900.0,6.2,1,Positive,Somewhat likely,Open to offers,No,2,Moderate
R00398,260100.0,8.9,4,Very positive,Neutral,Not looking,No,5,Mild
R00399,8600.0,-7.8,3,Very positive,Somewhat likely,Actively looking,No,2,Moderate
R00400,143300.0,8.7,5,Neutral,Somewhat likely,Not looking,Yes,1,Moderate
R00401,75000.0,-3.3,1,Positive,Neutral,Open to offers,No,5,None
R00402,36700.0,12.4,3,Positive,Very unlikely,Open to offers,No,4,Severe
R00403,169100.0,3.1,4,Neutral,Neutral,Actively looking,No,2,Mild
R00404,79600.0,-3.5,1,Positive,Unlikely,Not looking,No,4,Mild
R00405,104000.0,12.4,4,Neutral,Neutral,Actively looking,Yes,3,Severe
R00406,97200.0,15.0,3,Neutral,Neutral,Actively looking,No,3,Moderate
R00407,244100.0,20.7,3,Very positive,Very unlikely,Open to offers,No,3,Mild
R00408,174400.0,12.6,4,Positive,Neutral,Open to offers,No,3,Moderate
R00409,110500.0,4.6,5,Positive,Unlikely,Actively looking,No,3,Mild
R00410,66900.0,27.5,4,Neutral,Somewhat likely,Not looking,Yes,4,None
R00411,78800.0,4.2,4,Neutral,Unlikely,Not looking,No,1,None
R00412,14100.0,10.3,2,Positive,Unlikely,Recently changed,No,4,Mild
R00413,40400.0,16.6,4,Neutral,Very likely,Not looking,Yes,4,Moderate
R00414,125500.0,14.8,3,Neutral,Neutral,Actively looking,Yes,3,Severe
R00415,44200.0,-1.8,5,Negative,Neutral,Not looking,No,1,Mild
R00416,143200.0,0.3,5,Positive,Neutral,Not looking,No,5,Moderate
R00417,36000.0,-1.1,4,Positive,Neutral,Actively looking,No,4,Mild
R00418,89500.0,14.1,5,Negative,Somewhat likely,Not looking,No,4,Moderate
R00419,20400.0,-2.3,2,Negative,Very unlikely,Actively looking,Yes,4,Mild
R00420,115700.0,19.3,4,Neutral,Unlikely,Not looking,No,3,Severe
R00421,81600.0,9.6,3,Neutral,Neutral,Not looking,Yes,4,Mild
R00422,242400.0,11.2,1,Neutral,Somewhat likely,Not looking,Yes,2,None
R00423,130600.0,6.3,4,Very positive,Neutral,Actively looking,Yes,3,Mild
R00424,188800.0,20.9,3,Very positive,Unlikely,Not looking,No,2,Severe
R00425,119300.0,5.5,5,Neutral,Somewhat likely,Not looking,No,3,Moderate
R00426,119400.0,1.4,3,Neutral,Unlikely,Actively looking,No,1,Severe
R00427,46700.0,11.7,3,Neutral,Unlikely,Recently changed,No,4,Moderate
R00428,105900.0,8.8,5,Positive,Somewhat likely,Not looking,No,5,Moderate
R00429,195300.0,4.0,3,Very positive,Somewhat likely,Recently changed,No,4,Moderate
R00430,81600.0,11.7,5,Neutral,Somewhat likely,Open to offers,No,4,Moderate
R00431,28600.0,0.8,3,Very negative,Very likely,Not looking,No,1,Mild
R00432,40400.0,6.2,4,Positive,Somewhat likely,Not looking,No,4,None
R00433,42700.0,4.5,5,Very positive,Unlikely,Open to offers,No,3,Mild
R00434,113000.0,1.6,5,Very positive,Very unlikely,Not looking,No,4,Severe
R00435,154000.0,9.6,5,Neutral,Neutral,Recently changed,No,5,Mild
R00436,47300.0,1.8,2,Negative,Very likely,Not looking,No,2,Moderate
R00437,52400.0,7.6,4,Neutral,Unlikely,Open to offers,Yes,3,Severe
R00438,104200.0,-9.7,4,Positive,Very likely,Not looking,No,5,Mild
R00439,183900.0,-8.4,4,Very positive,Very likely,Not looking,No,2,Mild
R00440,111900.0,8.4,4,Negative,Neutral,Not looking,No,4,None
R00441,108800.0,6.3,4,Very positive,Very likely,Not looking,No,4,Moderate
R00442,172700.0,1.8,3,Positive,Somewhat likely,Open to offers,Yes,3,Severe
R00443,31100.0,-3.0,5,Negative,Neutral,Not looking,No,1,Moderate
R00444,143000.0,9.0,5,Negative,Neutral,Open to offers,No,3,Mild
R00445,221400.0,8.9,2,Neutral,Unlikely,Not looking,No,4,Mild
R00446,43800.0,0.8,2,Neutral,Neutral,Not looking,No,3,Mild
R00447,33800.0,4.3,4,Positive,Neutral,Not looking,No,4,Moderate
R00448,156800.0,-2.3,5,Negative,Very unlikely,Open to offers,Yes,4,Moderate
R00449,124600.0,10.8,5,Very negative,Somewhat likely,Recently changed,No,3,None
R00450,55900.0,18.6,3,Positive,Very unlikely,Open to offers,Yes,4,Moderate
R00451,162500.0,2.5,4,Neutral,Unlikely,Not looking,Yes,3,Moderate
R00452,81500.0,0.9,5,Positive,Neutral,Not looking,Yes,2,None
R00453,134900.0,7.1,2,Positive,Neutral,Not looking,No,4,None
R00454,146800.0,1.1,5,Neutral,Neutral,Not looking,No,5,None
R00455,146000.0,7.4,4,Neutral,Very unlikely,Not looking,No,5,Moderate
R00456,111300.0,12.8,2,Positive,Unlikely,Not looking,Yes,3,Severe
R00457,222400.0,-2.8,5,Positive,Somewhat likely,Not looking,No,5,None
R00458,46300.0,14.9,4,Neutral,Very likely,Open to offers,No,3,Mild
R00459,121900.0,4.7,5,Neutral,Unlikely,Not looking,No,3,Moderate
R00460,5000.0,11.1,5,Neutral,Somewhat likely,Not looking,Yes,4,Moderate
R00461,331000.0,24.2,5,Very positive,Neutral,Not looking,No,5,None
R00462,125600.0,14.2,3,Positive,Somewhat likely,Open to offers,No,3,Moderate
R00463,81700.0,14.8,3,Positive,Somewhat likely,Open to offers,Yes,3,None
R00464,51200.0,16.4,3,Positive,Neutral,Not looking,No,3,Mild
R00465,63900.0,-3.9,4,Very positive,Somewhat likely,Not looking,No,3,Severe
R00466,282600.0,14.3,1,Neutral,Very unlikely,Open to offers,No,4,Moderate
R00467,303600.0,9.8,5,Positive,Very unlikely,Not looking,No,4,Mild
R00468,208000.0,6.5,4,Neutral,Somewhat likely,Not looking,No,4,None
R00469,173900.0,1.3,1,Neutral,Neutral,Open to offers,No,3,Moderate
R00470,116700.0,-0.1,5,Positive,Very unlikely,Not looking,No,3,Mild
R00471,95100.0,9.4,5,Very positive,Unlikely,Open to offers,No,3,Mild
R00472,106300.0,-2.3,4,Neutral,Neutral,Recently changed,No,4,Mild
R00473,24200.0,-9.8,5,Very positive,Unlikely,Not looking,No,1,None
R00474,147600.0,11.7,3,Positive,Neutral,Not looking,No,4,Mild
R00475,21500.0,17.8,4,Neutral,Neutral,Open to offers,No,4,Mild
R00476,94900.0,12.2,4,Neutral,Unlikely,Not looking,No,3,None
R00477,131500.0,1.4,1,Positive,Unlikely,Not looking,No,4,Severe
R00478,39400.0,16.0,3,Very positive,Neutral,Not looking,No,3,Moderate
R00479,53200.0,-1.8,3,Positive,Somewhat likely,Open to offers,Yes,5,Mild
R00480,251000.0,6.9,4,Neutral,Somewhat likely,Not looking,No,3,Moderate
R00481,139200.0,13.1,4,Negative,Very unlikely,Not looking,No,2,Severe
R00482,176900.0,11.6,4,Neutral,Very unlikely,Not looking,No,4,Moderate
R00483,50200.0,-4.5,4,Very positive,Very unlikely,Recently changed,No,4,Moderate
R00484,38400.0,6.6,4,Negative,Very unlikely,Open to offers,No,5,Moderate
R00485,215400.0,2.4,4,Very negative,Very unlikely,Actively looking,Yes,3,Severe
R00486,202300.0,5.0,4,Neutral,Neutral,Not looking,No,3,Severe
R00487,38200.0,16.2,5,Positive,Unlikely,Not looking,No,1,Moderate
R00488,22100.0,-4.6,5,Very negative,Very unlikely,Open to offers,No,2,Mild
R00489,208500.0,-8.3,4,Positive,Neutral,Open to offers,No,3,Severe
R00490,68200.0,-5.8,2,Neutral,Unlikely,Actively looking,Yes,4,Moderate
R00491,68800.0,10.4,1,Positive,Very unlikely,Recently changed,Yes,4,Moderate
R00492,146800.0,15.6,5,Negative,Neutral,Not looking,No,4,Mild
R00493,21300.0,3.5,3,Negative,Unlikely,Actively looking,No,4,Mild
R00494,60300.0,-10.4,4,Neutral,Very unlikely,Actively looking,Yes,5,Mild
R00495,109700.0,-6.0,3,Negative,Unlikely,Not looking,Yes,3,None
R00496,50400.0,-3.1,5,Positive,Very unlikely,Recently changed,Yes,5,Severe
R00497,28700.0,-8.1,5,Neutral,Very unlikely,Not looking,Yes,3,Mild
R00498,147500.0,13.7,2,Very positive,Very likely,Not looking,No,2,Moderate
R00499,97900.0,11.4,3,Very positive,Unlikely,Not looking,Yes,3,Mild
R00500,17000.0,14.2,5,Positive,Very unlikely,Open to offers,No,4,Mild
R00501,51300.0,2.0,3,Neutral,Unlikely,Actively looking,Yes,5,Mild
R00502,127200.0,-6.6,3,Very positive,Neutral,Not looking,No,1,None
R00503,120200.0,-12.7,4,Very negative,Neutral,Not looking,No,4,Severe
R00504,63300.0,1.7,5,Very negative,Somewhat likely,Not looking,No,3,Mild
R00505,18700.0,12.5,1,Negative,Neutral,Not looking,No,4,Mild
R00506,52600.0,-9.0,1,Positive,Unlikely,Open to offers,Yes,5,None
R00507,164100.0,6.9,5,Positive,Neutral,Recently changed,No,5,Moderate
R00508,127000.0,8.9,2,Neutral,Neutral,Not looking,Yes,5,Moderate
R00509,220500.0,6.6,4,Positive,Neutral,Not looking,No,4,Mild
R00510,43900.0,5.0,3,Negative,Neutral,Not looking,No,4,Severe
R00511,185600.0,13.9,3,Very positive,Very unlikely,Not looking,No,5,Mild
R00512,172900.0,2.4,2,Positive,Neutral,Not looking,Yes,5,Severe
R00513,15400.0,4.1,1,Positive,Neutral,Recently changed,Yes,4,Mild
R00514,163400.0,7.1,4,Positive,Very unlikely,Open to offers,Yes,2,Mild
R00515,148800.0,3.5,4,Negative,Neutral,Not looking,No,3,Mild
R00516,128900.0,8.2,5,Neutral,Neutral,Recently changed,No,5,Mild
R00517,48800.0,17.3,2,Neutral,Somewhat likely,Not looking,No,3,Moderate
R00518,135900.0,8.4,2,Negative,Very unlikely,Not looking,No,3,Moderate
R00519,272400.0,14.5,4,Positive,Very unlikely,Not looking,No,4,Severe
R00520,59800.0,3.3,2,Neutral,Very unlikely,Open to offers,No,3,Severe
R00521,124400.0,3.9,3,Neutral,Neutral,Open to offers,Yes,3,Mild
R00522,106700.0,0.4,4,Negative,Unlikely,Recently changed,No,5,Mild
R00523,115200.0,-13.2,4,Neutral,Neutral,Open to offers,No,3,None
R00524,97400.0,-4.3,3,Neutral,Somewhat likely,Not looking,No,5,Moderate
R00525,110700.0,24.0,3,Positive,Neutral,Recently changed,No,4,None
R00526,59200.0,-0.5,4,Neutral,Unlikely,Actively looking,No,3,Mild
R00527,98100.0,3.4,2,Very positive,Very unlikely,Not looking,No,1,None
R00528,5000.0,21.0,4,Neutral,Very unlikely,Open to offers,No,4,None
R00529,37100.0,6.0,5,Positive,Neutral,Open to offers,No,4,Severe
R00530,84300.0,2.3,4,Negative,Unlikely,Open to offers,No,4,Moderate
R00531,129000.0,15.0,4,Positive,Neutral,Not looking,No,5,Severe
R00532,5000.0,-4.5,2,Very positive,Somewhat likely,Not looking,No,3,Moderate
R00533,57400.0,7.1,5,Neutral,Somewhat likely,Recently changed,Yes,4,None
R00534,47500.0,3.1,5,Negative,Unlikely,Open to offers,No,2,Moderate
R00535,46200.0,5.2,4,Very positive,Neutral,Not looking,No,4,Mild
R00536,247000.0,-4.2,3,Negative,Very unlikely,Open to offers,No,4,Mild
R00537,152700.0,20.9,4,Neutral,Somewhat likely,Not looking,No,4,Moderate
R00538,42300.0,2.6,3,Negative,Very unlikely,Open to offers,No,2,None
R00539,70200.0,14.8,5,Negative,Neutral,Not looking,No,3,Moderate
R00540,213900.0,2.3,5,Neutral,Neutral,Not looking,Yes,3,None
R00541,115600.0,-1.4,4,Neutral,Somewhat likely,Open to offers,Yes,5,Mild
R00542,103600.0,11.3,4,Neutral,Very unlikely,Not looking,Yes,5,Mild
R00543,121600.0,9.3,5,Neutral,Neutral,Not looking,No,5,Mild
R00544,319900.0,-0.2,3,Very positive,Unlikely,Not looking,Yes,1,None
R00545,222900.0,0.7,5,Neutral,Unlikely,Open to offers,No,4,Moderate
R00546,96500.0,12.3,4,Positive,Somewhat likely,Actively looking,No,3,Moderate
R00547,70000.0,11.9,5,Negative,Unlikely,Open to offers,No,2,Mild
R00548,18200.0,-6.3,3,Positive,Very unlikely,Not looking,No,4,Moderate
R00549,39700.0,13.3,3,Neutral,Very unlikely,Not looking,No,1,Mild
R00550,52400.0,7.4,4,Neutral,Neutral,Not looking,No,1,None
R00551,49900.0,5.6,4,Neutral,Unlikely,Not looking,No,4,Moderate
R00552,116700.0,14.2,3,Negative,Somewhat likely,Open to offers,No,3,Mild
R00553,144400.0,4.2,3,Neutral,Very unlikely,Not looking,No,2,Severe
R00554,147400.0,-2.4,4,Neutral,Somewhat likely,Open to offers,No,3,None
R00555,87000.0,21.2,3,Very positive,Very unlikely,Not looking,No,5,None
R00556,55100.0,6.4,5,Positive,Very unlikely,Recently changed,Yes,5,Moderate
R00557,78300.0,8.2,4,Negative,Very likely,Open to offers,No,4,None
R00558,59900.0,-4.9,4,Neutral,Somewhat likely,Not looking,No,1,Moderate
R00559,43600.0,-3.9,5,Very negative,Very likely,Not looking,No,2,None
R00560,103100.0,0.2,5,Positive,Unlikely,Not looking,Yes,4,None
R00561,83000.0,0.3,5,Positive,Somewhat likely,Open to offers,No,2,Moderate
R00562,369000.0,13.9,5,Neutral,Unlikely,Not looking,Yes,3,Moderate
R00563,78000.0,3.1,5,Very negative,Somewhat likely,Open to offers,No,4,Mild
R00564,65600.0,6.7,2,Very positive,Unlikely,Not looking,No,2,Moderate
R00565,104900.0,7.8,2,Positive,Somewhat likely,Not looking,No,3,Mild
R00566,15200.0,15.3,5,Very positive,Unlikely,Not looking,No,1,Mild
R00567,135000.0,10.5,4,Very positive,Unlikely,Open to offers,No,4,Mild
R00568,52200.0,28.8,2,Neutral,Unlikely,Not looking,No,5,Mild
R00569,174500.0,-3.4,4,Positive,Unlikely,Recently changed,No,4,Moderate
R00570,47900.0,8.2,4,Very positive,Somewhat likely,Actively looking,Yes,5,Mild
R00571,58200.0,15.5,3,Positive,Very unlikely,Open to offers,No,4,None
R00572,133500.0,-8.2,5,Neutral,Neutral,Open to offers,No,5,None
R00573,170400.0,2.4,5,Positive,Neutral,Actively looking,No,3,Moderate
R00574,41600.0,16.3,4,Neutral,Unlikely,Actively looking,No,4,None
R00575,78300.0,13.3,5,Very negative,Somewhat likely,Not looking,No,4,None
R00576,15600.0,5.5,2,Neutral,Neutral,Not looking,No,5,Mild
R00577,72400.0,4.7,5,Neutral,Very likely,Actively looking,No,4,Mild
R00578,262400.0,1.8,4,Neutral,Somewhat likely,Not looking,No,5,Mild
R00579,123800.0,-2.9,3,Very positive,Somewhat likely,Actively looking,No,2,Moderate
R00580,97900.0,1.7,5,Very positive,Neutral,Not looking,No,3,Mild
R00581,57900.0,6.2,4,Positive,Very likely,Open to offers,No,5,None
R00582,71300.0,2.4,3,Negative,Neutral,Not looking,No,4,Severe
R00583,17800.0,23.7,3,Positive,Very unlikely,Not looking,No,4,None
R00584,279600.0,3.3,2,Positive,Unlikely,Not looking,No,3,None
R00585,206600.0,1.7,4,Positive,Neutral,Open to offers,No,3,Mild
R00586,113800.0,13.7,1,Very positive,Unlikely,Open to offers,No,2,None
R00587,125000.0,-0.1,5,Very negative,Very unlikely,Recently changed,No,3,None
R00588,115000.0,15.3,3,Positive,Neutral,Not looking,No,4,Severe
R00589,173600.0,5.0,2,Positive,Unlikely,Open to offers,Yes,5,Moderate
R00590,117200.0,3.2,4,Neutral,Unlikely,Actively looking,No,4,Moderate
R00591,39200.0,13.5,3,Positive,Somewhat likely,Not looking,No,4,Moderate
R00592,32200.0,-4.3,2,Neutral,Unlikely,Open to offers,Yes,3,Moderate
R00593,74500.0,-0.2,4,Positive,Very unlikely,Open to offers,No,4,None
R00594,54300.0,4.3,5,Negative,Unlikely,Not looking,No,5,Severe
R00595,349500.0,9.9,3,Positive,Neutral,Open to offers,Yes,3,Mild
R00596,32100.0,-7.2,4,Neutral,Neutral,Not looking,No,3,None
R00597,191600.0,-11.9,2,Positive,Neutral,Open to offers,No,3,Mild
R00598,5000.0,-6.0,5,Positive,Somewhat likely,Open to offers,No,2,Moderate
R00599,122800.0,13.8,5,Neutral,Neutral,Not looking,No,1,None
R00600,131000.0,17.9,4,Positive,Unlikely,Not looking,No,1,Mild
R00601,116600.0,10.2,4,Positive,Unlikely,Open to offers,Yes,4,Mild
R00602,76800.0,1.3,3,Neutral,Neutral,Not looking,No,5,Mild
R00603,38700.0,4.2,3,Very positive,Neutral,Not looking,No,3,Mild
R00604,404200.0,-4.0,2,Negative,Somewhat likely,Actively looking,No,2,Mild
R00605,63000.0,17.5,3,Positive,Very unlikely,Open to offers,Yes,3,Mild
R00606,60600.0,-3.7,5,Neutral,Neutral,Open to offers,Yes,4,Mild
R00607,61000.0,13.6,4,Positive,Very unlikely,Recently changed,No,4,Moderate
R00608,28300.0,4.4,4,Positive,Neutral,Not looking,No,5,Moderate
R00609,9300.0,-3.0,5,Positive,Unlikely,Open to offers,No,4,Mild
R00610,137000.0,6.2,5,Very positive,Neutral,Not looking,No,1,Moderate
R00611,179100.0,5.4,3,Positive,Neutral,Recently changed,No,4,None
R00612,22900.0,11.5,4,Very positive,Unlikely,Not looking,No,4,Mild
R00613,140800.0,5.3,4,Neutral,Very unlikely,Not looking,No,3,None
R00614,135300.0,13.1,1,Very positive,Neutral,Open to offers,No,3,None
R00615,255900.0,-5.0,4,Positive,Somewhat likely,Actively looking,No,3,None
R00616,193600.0,11.7,3,Very negative,Neutral,Open to offers,No,4,Mild
R00617,140100.0,9.9,3,Negative,Unlikely,Not looking,No,5,Moderate
R00618,126000.0,1.7,2,Neutral,Unlikely,Not looking,No,3,None
R00619,168200.0,-3.6,3,Neutral,Unlikely,Not looking,No,4,Moderate
R00620,76700.0,4.9,5,Very negative,Unlikely,Not looking,No,4,Mild
R00621,78700.0,12.9,5,Neutral,Unlikely,Recently changed,No,4,Mild
R00622,146600.0,-3.8,3,Positive,Neutral,Open to offers,Yes,3,Severe
R00623,256600.0,2.7,4,Positive,Somewhat likely,Not looking,Yes,4,Mild
R00624,189300.0,-2.5,4,Negative,Somewhat likely,Not looking,No,4,Moderate
R00625,271900.0,-6.6,2,Neutral,Very likely,Recently changed,No,2,None
R00626,321900.0,11.9,4,Positive,Very likely,Not looking,Yes,5,Mild
R00627,37000.0,-0.5,5,Neutral,Very unlikely,Not looking,Yes,3,Mild
R00628,145200.0,11.4,5,Very negative,Neutral,Not looking,No,5,Moderate
R00629,127500.0,11.1,3,Very negative,Neutral,Actively looking,No,5,Severe
R00630,73000.0,-5.2,1,Negative,Very likely,Not looking,No,5,None
R00631,45500.0,-18.5,5,Positive,Neutral,Not looking,No,4,Mild
R00632,75100.0,-2.4,4,Neutral,Very unlikely,Actively looking,No,2,Mild
R00633,196600.0,3.2,5,Very negative,Very unlikely,Not looking,No,5,Mild
R00634,36800.0,-9.2,3,Very negative,Neutral,Actively looking,No,3,Mild
R00635,5000.0,1.0,3,Neutral,Somewhat likely,Open to offers,No,3,Mild
R00636,56800.0,10.1,4,Neutral,Very unlikely,Open to offers,Yes,3,Mild
R00637,61500.0,16.6,3,Positive,Unlikely,Recently changed,No,5,Severe
R00638,69400.0,-4.7,3,Positive,Unlikely,Open to offers,No,3,None
R00639,173900.0,-7.8,5,Very negative,Unlikely,Not looking,No,5,None
R00640,14200.0,16.9,4,Positive,Neutral,Open to offers,No,4,Severe
R00641,19700.0,10.4,1,Neutral,Very likely,Not looking,No,4,None
R00642,208100.0,7.6,3,Very positive,Very unlikely,Not looking,Yes,5,Mild
R00643,18700.0,13.0,4,Positive,Unlikely,Not looking,No,4,Moderate
R00644,148500.0,16.8,5,Negative,Very likely,Open to offers,No,5,Mild
R00645,40400.0,-1.7,2,Positive,Very unlikely,Not looking,Yes,1,Mild
R00646,12500.0,-8.7,4,Negative,Unlikely,Not looking,No,2,None
R00647,134900.0,2.7,4,Neutral,Very unlikely,Recently changed,No,4,Mild
R00648,57100.0,9.1,5,Positive,Very likely,Not looking,No,3,Severe
R00649,200800.0,17.2,4,Neutral,Very unlikely,Not looking,No,3,Moderate
R00650,74400.0,-3.2,3,Positive,Unlikely,Open to offers,No,3,Mild
R00651,253800.0,-11.6,4,Positive,Neutral,Open to offers,No,4,Mild
R00652,210800.0,4.6,4,Very positive,Very unlikely,Open to offers,No,3,Severe
R00653,41900.0,1.3,1,Very positive,Very unlikely,Open to offers,Yes,2,Severe
R00654,97700.0,3.0,2,Neutral,Very unlikely,Recently changed,No,2,Moderate
