respondent_id,company_has_ai_policy,ai_bias_concern_level,data_privacy_concern_level,supports_ai_regulation,has_experienced_ai_misuse,trust_in_ai_decisions
R00558,Don't know,4,2,Disagree,No,Low
R00559,No,3,3,Neutral,No,Moderate
R00560,No,3,2,Neutral,No,Low
R00561,Don't know,2,3,Neutral,Yes,Low
R00562,Yes - formal,4,5,Neutral,No,Low
R00563,No,4,5,Strongly disagree,Yes,Moderate
R00564,Yes - formal,5,2,Strongly agree,No,Moderate
R00565,Yes - informal,1,3,Agree,No,High
R00566,No,4,3,Neutral,Yes,Very low
R00567,No,1,3,Strongly agree,Yes,Moderate
R00568,Yes - formal,2,2,Neutral,No,Low
R00569,No,2,2,Strongly disagree,No,Moderate
R00570,Yes - informal,3,4,Agree,No,Low
R00571,Yes - informal,4,5,Neutral,No,Moderate
R00572,Yes - formal,3,4,Strongly agree,Unsure,Very low
R00573,Yes - formal,5,4,Agree,Unsure,Moderate
R00574,Yes - informal,5,4,Disagree,No,Moderate
R00575,Yes - formal,3,3,Strongly agree,No,Moderate
R00576,Don't know,5,5,Neutral,Yes,Moderate
R00577,No,5,4,Agree,Unsure,Moderate
R00578,No,1,2,Neutral,No,High
R00579,No,5,5,Disagree,Yes,Very low
R00580,No,5,2,Agree,Yes,Very low
R00581,Yes - formal,5,4,Strongly disagree,Unsure,Low
R00582,Yes - informal,1,5,Neutral,No,High
R00583,Yes - formal,3,4,Strongly agree,No,High
R00584,No,4,4,Disagree,Unsure,Low
R00585,Yes - informal,3,4,Strongly agree,Unsure,Moderate
R00586,No,4,2,Agree,No,Moderate
R00587,Don't know,4,4,Agree,No,Moderate
R00588,No,4,4,Agree,No,High
R00589,Yes - informal,5,3,Neutral,No,Moderate
R00590,Don't know,5,3,Strongly agree,No,Moderate
R00591,Yes - formal,4,4,Strongly agree,No,Very low
R00592,No,4,5,Strongly agree,No,High
R00593,No,4,4,Agree,No,Moderate
R00594,No,4,4,Disagree,Unsure,Very low
R00595,No,2,4,Neutral,Yes,Moderate
R00596,No,2,5,Strongly disagree,Unsure,Low
R00597,Don't know,5,5,Neutral,Unsure,High
R00598,Don't know,5,3,Disagree,Unsure,Low
R00599,Don't know,5,2,Agree,No,Moderate
R00600,Yes - formal,4,4,Neutral,Unsure,Low
R00601,Don't know,5,5,Agree,No,Moderate
R00602,No,3,4,Disagree,Yes,Very low
R00603,No,2,4,Strongly disagree,Unsure,Moderate
R00604,Don't know,5,5,Strongly agree,Unsure,Moderate
R00605,Don't know,1,4,Strongly disagree,No,Moderate
R00606,Don't know,2,5,Strongly agree,No,Low
R00607,No,3,4,Agree,No,Very low
R00608,Yes - formal,4,3,Neutral,Yes,Low
R00609,No,2,4,Neutral,No,Moderate
R00610,Yes - formal,4,2,Agree,No,Moderate
R00611,Yes - formal,4,5,Neutral,No,Low
R00612,Yes - informal,4,4,Disagree,No,Low
R00613,Yes - formal,5,5,Disagree,Unsure,Low
R00614,Yes - formal,3,4,Neutral,No,Low
R00615,Yes - informal,1,5,Agree,No,High
R00616,Yes - formal,3,4,Strongly agree,Unsure,Low
R00617,Don't know,3,4,Strongly disagree,No,High
R00618,Yes - formal,1,5,Strongly disagree,Unsure,Moderate
R00619,Yes - formal,3,4,Agree,Unsure,Low
R00620,No,5,3,Agree,No,Moderate
R00621,Yes - informal,3,5,Neutral,No,Moderate
R00622,Don't know,3,3,Neutral,No,High
R00623,Yes - informal,5,5,Disagree,Yes,Moderate
R00624,Don't know,3,3,Strongly agree,No,Moderate
R00625,No,5,3,Strongly agree,No,Very low
R00626,No,3,4,Neutral,No,Low
R00627,Yes - informal,4,5,Agree,Yes,Moderate
R00628,No,3,4,Agree,No,Very low
R00629,Yes - formal,4,3,Strongly agree,No,High
R00630,Don't know,1,5,Agree,No,Moderate
R00631,Don't know,4,5,Agree,Yes,Moderate
R00632,No,4,4,Neutral,Yes,Moderate
R00633,No,2,4,Strongly agree,No,Very low
R00634,Don't know,4,4,Neutral,Yes,Low
R00635,Yes - informal,5,5,Neutral,Yes,Low
R00636,Yes - informal,5,3,Agree,No,Low
R00637,No,5,1,Strongly disagree,No,High
R00638,Don't know,4,5,Agree,No,Moderate
R00639,Yes - formal,5,5,Disagree,No,Moderate
R00640,Yes - formal,3,5,Agree,No,Moderate
R00641,Yes - informal,4,4,Neutral,Unsure,High
R00642,Don't know,3,4,Agree,No,Moderate
R00643,Don't know,4,2,Strongly agree,No,Moderate
R00644,Don't know,2,2,Neutral,Yes,Very low
R00645,Yes - formal,4,4,Agree,Yes,High
R00646,Yes - formal,5,4,Agree,Unsure,Low
R00647,No,3,4,Agree,No,Moderate
R00648,Yes - informal,4,3,Strongly disagree,No,Moderate
R00649,Don't know,4,3,Agree,Unsure,Very low
R00650,Yes - formal,3,3,Neutral,No,Low
R00651,No,3,5,Neutral,No,Moderate
R00652,No,3,5,Agree,No,Low
R00653,Don't know,2,4,Neutral,Unsure,Moderate
R00654,No,5,4,Strongly agree,Unsure,Moderate
R00655,No,5,4,Agree,No,Low
R00656,No,3,4,Agree,No,Low
R00657,Yes - formal,3,4,Strongly disagree,No,Very low
R00658,No,3,5,Neutral,No,Moderate
R00659,Yes - formal,2,3,Agree,Yes,Moderate
R00660,Yes - informal,4,5,Agree,Yes,High
R00661,Yes - formal,4,5,Neutral,No,Moderate
R00662,Don't know,3,3,Neutral,Unsure,High
R00663,Don't know,5,5,Agree,Unsure,Low
R00664,No,2,2,Neutral,Unsure,Moderate
R00665,Don't know,2,3,Strongly agree,No,Low
R00666,No,5,3,Agree,No,Moderate
R00667,No,4,5,Neutral,Yes,Moderate
R00668,No,4,5,Neutral,No,Moderate
R00669,No,4,4,Agree,No,High
R00670,Yes - informal,5,3,Strongly disagree,No,Low
R00671,No,4,4,Strongly agree,Unsure,Moderate
R00672,Yes - informal,4,5,Agree,No,Low
R00673,Yes - informal,3,3,Agree,No,Moderate
R00674,Don't know,3,4,Agree,No,Very low
R00675,Don't know,4,5,Agree,No,Moderate
R00676,Don't know,3,5,Strongly disagree,Yes,Moderate
R00677,Yes - formal,3,5,Neutral,No,High
R00678,Yes - informal,4,4,Neutral,No,Moderate
R00679,No,4,3,Disagree,No,Moderate
R00680,No,5,2,Neutral,Unsure,Moderate
R00681,No,5,4,Neutral,No,Moderate
R00682,Don't know,2,1,Disagree,No,High
R00683,No,2,3,Agree,No,High
R00684,Yes - informal,1,4,Neutral,No,Low
R00685,Yes - formal,4,4,Strongly disagree,No,Low
R00686,Don't know,3,5,Strongly agree,Unsure,High
R00687,Yes - informal,4,4,Agree,Yes,Very low
R00688,Yes - formal,3,2,Disagree,Unsure,Low
R00689,Yes - informal,5,4,Agree,Unsure,High
R00690,Yes - formal,4,1,Neutral,No,High
R00691,Yes - formal,4,4,Disagree,Unsure,Very low
R00692,No,3,4,Disagree,No,Low
R00693,Don't know,3,3,Agree,Unsure,Moderate
R00694,No,3,4,Strongly agree,Unsure,Very low
R00695,Yes - formal,4,3,Neutral,No,Very low
R00696,Yes - formal,4,4,Agree,Unsure,Moderate
R00697,Yes - formal,3,4,Agree,No,Moderate
R00698,Don't know,1,4,Agree,Unsure,Moderate
R00699,Yes - formal,3,5,Agree,Yes,Moderate
R00700,Yes - formal,3,4,Agree,No,High
R00701,Don't know,4,3,Neutral,No,Moderate
R00702,No,4,5,Neutral,No,Low
R00703,No,3,4,Neutral,No,High
R00704,Don't know,3,1,Disagree,Unsure,Moderate
R00705,Yes - formal,4,4,Agree,Unsure,Low
R00706,Don't know,3,3,Agree,No,High
R00707,Yes - formal,4,5,Strongly agree,No,Moderate
R00708,No,3,4,Strongly agree,Unsure,Low
R00709,Don't know,2,1,Agree,No,Low
R00710,No,5,5,Agree,No,Moderate
R00711,No,5,5,Agree,Unsure,Low
R00712,Don't know,2,5,Strongly agree,No,Moderate
R00713,No,5,5,Strongly agree,No,Low
R00714,Don't know,5,4,Agree,No,Moderate
R00715,Don't know,5,3,Agree,No,High
R00716,No,5,5,Agree,No,Low
R00717,No,4,5,Agree,No,Low
R00718,No,4,4,Strongly agree,No,Low
R00719,Yes - formal,3,2,Neutral,No,High
R00720,No,5,5,Disagree,No,Moderate
R00721,Don't know,5,3,Neutral,No,Low
R00722,No,5,4,Disagree,No,Low
R00723,Yes - formal,5,5,Agree,No,Moderate
R00724,No,4,3,Strongly agree,Unsure,Moderate
R00725,Don't know,4,2,Agree,No,Moderate
R00726,Yes - formal,3,3,Agree,No,Moderate
R00727,No,4,4,Agree,No,Low
R00728,Don't know,3,5,Agree,No,Moderate
R00729,No,5,4,Agree,Yes,High
R00730,Yes - formal,3,5,Disagree,Yes,Moderate
R00731,Yes - formal,5,3,Agree,Unsure,Low
R00732,Yes - informal,5,1,Strongly agree,Yes,Low
R00733,Yes - formal,3,4,Strongly disagree,No,Very low
R00734,No,2,3,Disagree,Unsure,Moderate
R00735,No,2,4,Agree,No,High
R00736,No,4,5,Strongly agree,No,Low
R00737,No,4,4,Strongly agree,No,Low
R00738,Yes - formal,5,3,Neutral,No,Moderate
R00739,Yes - informal,1,5,Disagree,Unsure,Low
R00740,No,5,4,Strongly agree,No,Very low
R00741,Yes - formal,5,5,Disagree,No,High
R00742,Yes - formal,2,5,Strongly agree,No,High
R00743,Yes - informal,4,4,Strongly agree,No,Moderate
R00744,Don't know,4,2,Neutral,Yes,High
R00745,Yes - informal,4,2,Disagree,No,Low
R00746,No,4,4,Disagree,Yes,High
R00747,No,3,4,Agree,No,Moderate
R00748,No,4,3,Strongly agree,No,Moderate
R00749,Yes - informal,4,5,Neutral,No,Moderate
R00750,Yes - formal,5,3,Agree,No,Moderate
R00751,Don't know,4,5,Neutral,No,Moderate
R00752,No,4,5,Disagree,No,Moderate
R00753,Yes - informal,1,4,Strongly agree,No,Moderate
R00754,No,4,4,Agree,No,High
R00755,Don't know,3,4,Disagree,No,Moderate
R00756,Don't know,2,2,Strongly agree,No,Moderate
R00757,Yes - formal,4,3,Agree,Unsure,Moderate
R00758,Yes - informal,3,5,Strongly disagree,No,High
R00759,Yes - informal,4,5,Strongly agree,No,Moderate
R00760,Yes - informal,3,5,Strongly disagree,Unsure,Low
R00761,No,3,5,Agree,Unsure,High
R00762,No,4,5,Neutral,No,Low
R00763,Yes - formal,3,4,Neutral,No,Moderate
R00764,Yes - formal,4,4,Neutral,No,Very low
R00765,Don't know,4,5,Agree,No,Moderate
R00766,No,3,4,Neutral,No,Low
R00767,Don't know,4,3,Strongly agree,No,High
R00768,Yes - formal,2,3,Strongly agree,Unsure,High
R00769,No,4,2,Strongly agree,No,High
R00770,Don't know,3,5,Disagree,No,Moderate
R00771,No,4,5,Neutral,No,Low
R00772,No,4,2,Disagree,No,Low
R00773,Don't know,2,4,Agree,No,Low
R00774,No,4,4,Strongly disagree,Unsure,Very low
R00775,Don't know,4,4,Agree,No,Very low
R00776,Yes - formal,4,3,Strongly disagree,No,Low
R00777,Don't know,3,4,Agree,Unsure,Low
R00778,Yes - formal,2,2,Agree,No,Very low
R00779,No,5,2,Neutral,Unsure,Low
R00780,Yes - informal,4,2,Agree,No,Moderate
R00781,Yes - informal,2,4,Strongly agree,No,Moderate
R00782,No,2,4,Agree,No,Moderate
R00783,Yes - formal,5,5,Neutral,No,Moderate
R00784,Don't know,3,4,Strongly agree,Unsure,Moderate
R00785,Don't know,5,5,Strongly disagree,No,Very low
R00786,Yes - formal,4,5,Neutral,No,Low
R00787,Don't know,5,3,Neutral,No,Moderate
R00788,Yes - informal,4,4,Agree,No,Very low
R00789,No,3,3,Agree,Yes,Low
R00790,No,5,4,Strongly agree,No,Moderate
R00791,No,3,4,Strongly agree,No,Low
R00792,Yes - informal,4,4,Agree,Yes,Moderate
R00793,No,3,4,Neutral,No,High
R00794,No,4,4,Neutral,No,Low
R00795,Yes - formal,1,5,Disagree,No,Low
R00796,No,5,4,Neutral,Unsure,Moderate
R00797,Don't know,4,5,Agree,No,Very low
R00798,No,4,5,Agree,No,Very low
R00799,Yes - informal,4,2,Neutral,Unsure,Low
R00800,Yes - formal,4,5,Agree,Yes,Low
R00801,Don't know,3,3,Neutral,No,Moderate
R00802,Yes - formal,3,5,Strongly disagree,No,Moderate
R00803,No,4,5,Strongly agree,Yes,Moderate
R00804,Don't know,5,5,Neutral,No,Low
R00805,No,4,5,Neutral,No,High
R00806,No,4,4,Disagree,No,Low
R00807,Don't know,4,5,Strongly agree,No,Low
R00808,Don't know,4,4,Agree,No,High
R00809,No,3,4,Agree,Yes,Moderate
R00810,No,4,5,Strongly disagree,No,Moderate
R00811,Don't know,3,1,Strongly agree,Unsure,High
R00812,Don't know,4,3,Agree,No,Low
R00813,Yes - informal,5,5,Agree,No,High
R00814,No,5,5,Agree,No,High
R00815,No,4,5,Neutral,Unsure,High
R00816,No,2,4,Agree,Unsure,Moderate
R00817,Yes - formal,2,5,Neutral,No,Low
R00818,Yes - formal,4,5,Neutral,No,Moderate
R00819,Yes - informal,5,5,Strongly agree,Yes,Moderate
R00820,No,4,4,Neutral,No,Moderate
R00821,Yes - formal,4,5,Neutral,Unsure,High
R00822,Yes - informal,5,4,Agree,Yes,High
R00823,Don't know,4,4,Disagree,No,Very low
R00824,Yes - informal,3,2,Neutral,Unsure,Low
R00825,Yes - formal,4,2,Neutral,No,Very low
R00826,No,3,3,Neutral,No,Moderate
R00827,Yes - informal,1,1,Strongly agree,No,High
R00828,Yes - formal,2,5,Agree,Unsure,Low
R00829,Yes - formal,5,3,Strongly disagree,No,Moderate
R00830,No,4,4,Disagree,No,Moderate
R00831,No,4,4,Strongly agree,No,Moderate
R00832,Yes - informal,2,4,Strongly agree,No,Very low
R00833,No,2,4,Agree,No,Low
R00834,Yes - formal,3,3,Strongly agree,No,Moderate
R00835,No,4,3,Neutral,Yes,Moderate
R00836,No,4,5,Agree,No,Low
R00837,Yes - formal,2,5,Strongly disagree,Unsure,Moderate
R00838,Don't know,3,5,Strongly agree,No,Moderate
R00839,Don't know,4,5,Neutral,Yes,Moderate
R00840,Yes - informal,2,4,Disagree,No,Moderate
R00841,No,4,5,Strongly disagree,No,High
R00842,No,3,2,Neutral,Unsure,Moderate
R00843,Yes - formal,4,4,Agree,No,Moderate
R00844,Yes - formal,4,4,Strongly agree,No,Moderate
R00845,No,5,5,Strongly agree,No,Moderate
R00846,Yes - formal,5,4,Agree,Unsure,Moderate
R00847,No,4,5,Neutral,Unsure,Moderate
R00848,No,4,4,Agree,No,Moderate
R00849,Don't know,5,4,Neutral,Unsure,High
R00850,No,2,4,Agree,Unsure,Moderate
R00851,No,4,5,Neutral,No,Very low
R00852,No,5,5,Neutral,No,Moderate
R00853,No,2,4,Agree,No,High
R00854,Yes - informal,5,3,Agree,No,High
R00855,No,2,5,Strongly agree,Yes,Low
R00856,Yes - formal,2,5,Strongly agree,No,Low
R00857,Yes - formal,5,3,Disagree,No,High
R00858,No,4,3,Strongly agree,No,High
R00859,Yes - formal,5,5,Agree,No,Moderate
R00860,No,3,3,Agree,Yes,Very low
R00861,Yes - formal,4,4,Neutral,No,Moderate
R00862,Yes - informal,3,4,Strongly agree,Unsure,Moderate
R00863,No,4,5,Strongly agree,Unsure,Low
R00864,No,2,4,Neutral,No,High
R00865,No,4,4,Agree,Unsure,Low
R00866,Don't know,4,5,Neutral,No,Moderate
R00867,Yes - formal,3,4,Agree,No,Moderate
R00868,Yes - informal,2,5,Agree,No,Moderate
R00869,No,1,4,Agree,No,Low
R00870,Yes - formal,2,3,Agree,No,Low
R00871,Don't know,2,4,Neutral,Yes,High
R00872,Don't know,4,4,Strongly disagree,Unsure,Low
R00873,Yes - informal,2,5,Strongly agree,No,Moderate
R00874,Yes - formal,3,3,Strongly agree,Yes,Moderate
R00875,Yes - formal,4,5,Agree,Unsure,Low
R00876,No,2,4,Agree,No,Low
R00877,Yes - formal,4,5,Disagree,Unsure,Moderate
R00878,No,5,4,Strongly agree,Unsure,Moderate
R00879,Yes - informal,5,3,Neutral,No,Moderate
R00880,Yes - informal,3,3,Agree,No,Moderate
R00881,No,3,3,Strongly agree,No,Moderate
R00882,No,4,5,Neutral,Unsure,Moderate
R00883,No,5,5,Agree,Yes,Moderate
R00884,Don't know,4,4,Agree,No,Moderate
R00885,No,3,2,Agree,Unsure,Moderate
R00886,Yes - formal,5,2,Strongly agree,No,Low
R00887,Yes - formal,4,4,Neutral,Yes,Low
R00888,Yes - informal,2,5,Agree,No,Moderate
R00889,Don't know,2,2,Agree,No,Low
R00890,No,2,3,Disagree,No,High
R00891,Yes - informal,5,3,Agree,No,Moderate
R00892,Yes - informal,4,4,Agree,Unsure,Moderate
R00893,No,3,5,Disagree,No,Low
R00894,No,5,3,Neutral,Unsure,High
R00895,Yes - informal,4,5,Agree,Yes,Moderate
R00896,No,1,3,Disagree,Yes,High
R00897,Yes - informal,4,4,Neutral,No,Moderate
R00898,Yes - informal,4,4,Agree,Unsure,Low
R00899,Yes - informal,4,4,Strongly agree,Yes,Moderate
R00900,No,2,4,Disagree,Unsure,Moderate
R00901,Don't know,5,4,Strongly agree,No,Moderate
R00902,Yes - informal,4,4,Neutral,No,Moderate
R00903,Don't know,4,3,Disagree,No,Moderate
R00904,No,2,3,Agree,No,High
R00905,Yes - formal,3,5,Strongly agree,Unsure,Moderate
R00906,Yes - formal,2,4,Agree,No,Very low
R00907,No,3,4,Strongly agree,No,Moderate
R00908,Yes - formal,3,3,Agree,No,Moderate
R00909,No,4,5,Agree,No,Moderate
R00910,Yes - informal,2,4,Neutral,Yes,Moderate
R00911,Yes - formal,5,5,Strongly disagree,No,Moderate
R00912,No,4,3,Agree,Yes,High
R00913,No,1,3,Strongly agree,Yes,Low
R00914,No,5,3,Agree,No,Moderate
R00915,Yes - informal,3,5,Neutral,No,Low
R00916,No,5,5,Disagree,Unsure,High
R00917,No,2,4,Strongly agree,No,High
R00918,Don't know,4,3,Strongly disagree,No,Very low
R00919,Yes - informal,4,2,Disagree,Unsure,Moderate
R00920,Yes - informal,3,1,Agree,Yes,Moderate
R00921,No,3,5,Agree,Yes,Low
R00922,Don't know,4,1,Agree,Unsure,Moderate
R00923,No,4,5,Strongly agree,No,Moderate
R00924,Don't know,3,5,Agree,Unsure,Low
R00925,Yes - formal,5,2,Strongly disagree,No,Moderate
R00926,No,1,5,Strongly agree,No,Low
R00927,Yes - informal,4,4,Strongly agree,No,High
R00928,No,3,5,Neutral,No,High
R00929,No,4,3,Neutral,No,High
R00930,No,4,4,Agree,No,Low
R00931,No,2,5,Agree,No,Moderate
R00932,Yes - formal,4,2,Strongly agree,Unsure,High
R00933,Yes - formal,5,4,Disagree,Unsure,Moderate
R00934,Yes - informal,3,3,Agree,No,High
R00935,Yes - formal,2,5,Strongly disagree,No,Moderate
R00936,No,3,3,Strongly agree,No,Low
R00937,No,3,5,Strongly agree,Unsure,High
R00938,No,5,5,Agree,No,Low
R00939,No,5,4,Agree,No,Low
R00940,Don't know,3,5,Agree,No,Low
R00941,Yes - informal,4,5,Agree,Unsure,Moderate
R00942,No,4,4,Disagree,No,Moderate
R00943,Yes - formal,4,4,Agree,No,High
R00944,Yes - informal,5,4,Neutral,No,Very low
R00945,No,4,4,Disagree,No,High
R00946,Don't know,5,2,Agree,No,Low
R00947,No,3,2,Agree,No,Moderate
R00948,Yes - formal,2,4,Agree,Unsure,Very low
R00949,Yes - formal,3,2,Disagree,No,Low
R00950,No,1,2,Strongly disagree,No,High
R00951,Yes - informal,4,2,Neutral,No,Moderate
R00952,Don't know,4,4,Agree,No,Very low
R00953,Yes - formal,3,4,Strongly disagree,No,Moderate
R00954,Yes - informal,4,4,Agree,No,High
R00955,Yes - informal,5,3,Neutral,No,Very low
R00956,No,4,5,Strongly agree,Unsure,Low
R00957,Yes - formal,3,5,Strongly agree,No,High
R00958,Yes - informal,3,3,Agree,No,Low
R00959,Don't know,3,5,Strongly agree,No,Moderate
R00960,Don't know,5,4,Agree,Unsure,Moderate
R00961,No,3,5,Neutral,Unsure,Low
R00962,Yes - informal,5,4,Strongly agree,No,Low
R00963,No,5,5,Agree,No,High
R00964,No,4,4,Neutral,No,Low
R00965,Yes - informal,4,2,Strongly agree,No,Low
R00966,Yes - informal,5,4,Strongly agree,No,High
R00967,Yes - formal,2,4,Strongly agree,Yes,High
R00968,Yes - informal,4,4,Strongly disagree,Unsure,High
R00969,Yes - informal,3,4,Agree,No,High
R00970,Don't know,3,3,Strongly agree,Unsure,Moderate
R00971,Don't know,3,5,Agree,Yes,Moderate
R00972,Yes - informal,5,4,Neutral,Unsure,Moderate
R00973,Yes - formal,4,3,Strongly agree,Yes,Moderate
R00974,No,2,3,Strongly agree,Unsure,Low
R00975,Yes - informal,5,4,Agree,No,Low
R00976,Don't know,4,4,Disagree,Unsure,Moderate
R00977,Yes - formal,2,4,Agree,No,Moderate
R00978,No,2,5,Agree,No,Low
R00979,Don't know,4,2,Agree,Unsure,Low
R00980,Yes - informal,4,5,Agree,No,Low
R00981,Yes - formal,3,3,Agree,No,Very low
R00982,No,3,5,Strongly agree,Yes,Moderate
R00983,No,3,5,Disagree,No,Moderate
R00984,Yes - informal,4,3,Strongly agree,No,Moderate
R00985,Don't know,3,4,Agree,No,Low
R00986,No,3,4,Agree,No,Very low
R00987,Don't know,3,3,Agree,No,High
R00988,No,5,4,Strongly agree,Unsure,Low
R00989,No,4,4,Strongly agree,Unsure,Low
R00990,Don't know,4,4,Neutral,No,Very low
R00991,Yes - informal,2,4,Agree,No,Moderate
R00992,Don't know,2,5,Disagree,Yes,Very low
R00993,Yes - formal,4,4,Disagree,Yes,Very low
R00994,No,5,2,Strongly agree,No,High
R00995,Yes - informal,5,4,Agree,No,Moderate
R00996,No,3,3,Agree,Yes,High
R00997,No,5,3,Agree,No,High
R00998,Yes - informal,3,4,Strongly agree,Unsure,Low
R00999,Yes - informal,3,4,Agree,Yes,Moderate
R01000,Yes - informal,2,3,Strongly disagree,Unsure,Moderate
R01001,No,5,4,Strongly agree,No,High
R01002,No,5,4,Disagree,Unsure,Low
R01003,No,3,3,Disagree,Unsure,High
R01004,No,4,5,Neutral,No,High
R01005,Yes - formal,4,2,Agree,Unsure,Low
R01006,Yes - formal,3,5,Strongly agree,Unsure,High
R01007,Yes - informal,4,5,Agree,No,Low
R01008,Yes - informal,4,4,Agree,No,Low
R01009,Yes - formal,4,5,Neutral,No,Moderate
R01010,Don't know,5,3,Agree,Yes,Moderate
R01011,Don't know,5,5,Strongly agree,Yes,Low
R01012,Yes - formal,5,5,Strongly agree,No,Low
R01013,Yes - informal,5,4,Strongly agree,Yes,Low
R01014,No,3,4,Disagree,Yes,Low
R01015,No,1,5,Strongly disagree,No,Moderate
R01016,Yes - informal,4,5,Disagree,No,Low
R01017,No,2,4,Disagree,Yes,Moderate
R01018,Yes - formal,3,3,Neutral,No,High
R01019,Yes - formal,4,5,Strongly agree,Yes,High
R01020,No,2,3,Agree,No,Low
R01021,No,5,5,Agree,Unsure,Moderate
R01022,No,5,4,Agree,No,Low
R01023,Yes - informal,3,2,Strongly agree,No,High
R01024,Don't know,2,5,Agree,Unsure,Moderate
R01025,Don't know,4,4,Strongly disagree,No,High
R01026,No,4,3,Agree,Unsure,Moderate
R01027,No,4,4,Strongly disagree,No,High
R01028,No,3,3,Neutral,No,Moderate
R01029,Yes - informal,4,5,Agree,No,High
R01030,Yes - formal,4,5,Agree,No,Low
R01031,No,3,2,Disagree,No,Low
R01032,No,3,5,Agree,Unsure,Low
R01033,No,4,5,Agree,Unsure,Moderate
R01034,Yes - formal,4,5,Agree,No,High
R01035,Don't know,5,5,Agree,No,Low
R01036,Yes - informal,2,1,Agree,No,High
R01037,Yes - informal,3,3,Agree,No,High
R01038,Don't know,3,2,Agree,Unsure,High
R01039,Yes - informal,3,5,Strongly agree,Unsure,Very low
R01040,Yes - informal,4,5,Strongly agree,Yes,Low
R01041,No,4,5,Agree,No,High
R01042,Don't know,3,5,Agree,No,Moderate
R01043,Yes - informal,2,3,Neutral,No,Low
R01044,No,3,5,Strongly disagree,Yes,Moderate
R01045,Yes - formal,5,5,Agree,No,High
R01046,No,4,5,Disagree,No,Moderate
R01047,Don't know,5,4,Agree,No,Low
R01048,Don't know,4,4,Strongly agree,Yes,High
R01049,No,1,5,Agree,No,Very low
R01050,Don't know,2,1,Disagree,No,Low
R01051,No,5,4,Agree,No,Low
R01052,No,5,4,Neutral,No,Moderate
R01053,Don't know,3,4,Agree,Yes,Low
R01054,Don't know,3,2,Agree,Unsure,Moderate
R01055,Yes - informal,4,3,Agree,No,Moderate
R01056,No,4,4,Neutral,No,Moderate
R01057,Yes - formal,4,4,Agree,No,Moderate
R01058,No,5,5,Agree,No,Very low
R01059,No,5,4,Strongly agree,No,Moderate
R01060,Yes - formal,2,3,Strongly agree,No,Very low
R01061,Yes - informal,4,4,Strongly disagree,No,Moderate
R01062,No,2,5,Strongly agree,No,Moderate
R01063,Yes - informal,5,5,Disagree,No,High
R01064,Don't know,3,3,Neutral,Unsure,Moderate
R01065,No,5,2,Agree,No,Moderate
R01066,Yes - informal,2,4,Strongly agree,Unsure,Moderate
R01067,No,5,3,Strongly agree,No,High
R01068,No,2,4,Neutral,Unsure,Low
R01069,Yes - informal,4,4,Disagree,Unsure,Moderate
R01070,No,1,5,Neutral,Unsure,High
R01071,No,4,2,Agree,No,High
R01072,Don't know,4,4,Disagree,No,Low
R01073,Yes - formal,3,2,Neutral,No,Low
R01074,Yes - formal,4,5,Neutral,Yes,Low
R01075,Yes - formal,5,5,Strongly agree,No,Moderate
R01076,Yes - formal,4,5,Agree,No,Low
R01077,No,4,5,Agree,No,Moderate
R01078,Yes - informal,3,4,Disagree,Unsure,High
R01079,Yes - informal,3,3,Agree,Unsure,High
R01080,Yes - informal,1,5,Neutral,Yes,Moderate
R01081,No,3,1,Neutral,No,Moderate
R01082,Don't know,3,3,Strongly agree,No,Low
R01083,Yes - informal,2,4,Strongly disagree,No,Low
R01084,Yes - formal,3,5,Agree,No,Moderate
R01085,Don't know,5,5,Agree,No,Moderate
R01086,No,2,1,Neutral,No,Low
R01087,Yes - formal,4,4,Strongly agree,Unsure,Very low
R01088,Don't know,1,3,Disagree,Unsure,Moderate
R01089,Don't know,3,3,Neutral,No,Low
R01090,No,2,4,Disagree,Unsure,Very low
R01091,Don't know,4,4,Agree,No,Very low
R01092,Yes - informal,1,4,Agree,Yes,Moderate
R01093,Yes - informal,4,3,Neutral,No,Very low
R01094,Don't know,1,3,Disagree,No,Moderate
R01095,Yes - informal,2,3,Strongly agree,No,Low
R01096,No,3,4,Neutral,Unsure,Moderate
R01097,No,4,4,Agree,No,Very low
R01098,No,2,3,Neutral,Unsure,Low
R01099,Yes - informal,3,4,Strongly agree,No,Low
R01100,Yes - formal,4,4,Strongly agree,No,Moderate
R01101,Yes - formal,3,3,Neutral,No,Low
R01102,Yes - informal,5,3,Agree,Unsure,Low
R01103,Don't know,5,3,Neutral,Unsure,Low
