respondent_id,skills,num_skills,top_certification,weekly_learning_hours,primary_learning_platform,learned_genai_skills_2024_2026,employer_provides_ai_training
R00166,Python; Prompt Engineering; Statistics; Docker; Graph Neural Networks,5,AWS ML Specialty,8,Company training,Yes,No
R00167,PyTorch; RAG Pipelines; Statistics; Computer Vision; MLOps; Transformers; A/B Testing; Spark; Edge AI / TinyML,9,Kaggle Competitions Expert,4,edX,Yes,Partially
R00168,Edge AI / TinyML; TensorFlow; PyTorch; LangChain; Time Series Analysis; SQL; Kubernetes; Generative AI; R; Pandas; GCP; Reinforcement Learning,12,AWS ML Specialty,16,edX,Yes,No
R00169,PyTorch; Generative AI; MLOps; Scikit-learn; RAG Pipelines; Graph Neural Networks; AWS; Fine-tuning LLMs,8,Azure AI Engineer,14,Kaggle Learn,Yes,Partially
R00170,Edge AI / TinyML; Transformers; AWS; Scikit-learn; SQL; TensorFlow,6,,9,Fast.ai,Yes,Yes
R00171,AWS; NLP; Azure; Docker; MLOps; Prompt Engineering; Pandas,7,,8,University courses,No,No
R00172,Azure; Reinforcement Learning; Feature Engineering; Kubernetes; RAG Pipelines; Generative AI; Prompt Engineering; SQL,8,,1,DeepLearning.AI,Yes,Partially
R00173,Python; Edge AI / TinyML; R; TensorFlow; GCP; SQL; Kubernetes; Time Series Analysis; Prompt Engineering; Statistics; LangChain; Spark; Feature Engineering; Fine-tuning LLMs; Transformers,15,,7,DeepLearning.AI,Yes,Yes
R00174,R; Scikit-learn; Docker; RAG Pipelines; Transformers; Statistics; PyTorch; Time Series Analysis,8,,7,Pluralsight,Yes,Yes
R00175,TensorFlow; Graph Neural Networks; Spark; Time Series Analysis; Reinforcement Learning; GCP; Scikit-learn; Edge AI / TinyML; Data Visualization; Azure; Computer Vision,11,Kaggle Competitions Expert,3,DeepLearning.AI,No,No
R00176,Python; Pandas; PyTorch; RAG Pipelines; R; Data Visualization; Reinforcement Learning; Prompt Engineering; Fine-tuning LLMs; Generative AI; Spark; Docker; Feature Engineering; SQL,14,TensorFlow Developer Certificate,1,Udemy,Yes,Partially
R00177,PyTorch; Computer Vision; R; Kubernetes; SQL; Reinforcement Learning; Azure,7,AWS ML Specialty,13,Fast.ai,Yes,No
R00178,Prompt Engineering; Time Series Analysis; Kubernetes; AWS; Reinforcement Learning; Data Visualization; Pandas,7,AWS ML Specialty,9,LinkedIn Learning,No,Yes
R00179,Kubernetes; Docker; PyTorch; Spark; Python; LangChain; Edge AI / TinyML,7,,2,Coursera,Yes,No
R00180,Kubernetes; Python; Time Series Analysis; Reinforcement Learning; A/B Testing; Transformers; PyTorch; Graph Neural Networks,8,TensorFlow Developer Certificate,5,University courses,Yes,Yes
R00181,TensorFlow; Data Visualization; A/B Testing; Computer Vision; SQL; Python,6,AWS ML Specialty,5,Pluralsight,Yes,Yes
R00182,Python; Prompt Engineering; Generative AI; PyTorch; MLOps; Reinforcement Learning; Time Series Analysis,7,AWS ML Specialty,3,Pluralsight,Yes,No
R00183,Fine-tuning LLMs; Docker; Time Series Analysis; Kubernetes; PyTorch; Python; Azure; MLOps; GCP,9,,10,Company training,No,Partially
R00184,Fine-tuning LLMs; Spark; MLOps; Time Series Analysis; R; PyTorch; Reinforcement Learning; NLP; Feature Engineering; Prompt Engineering; Computer Vision; Edge AI / TinyML; TensorFlow,13,Azure AI Engineer,2,Fast.ai,No,No
R00185,Spark; GCP; Statistics; Azure; Graph Neural Networks; SQL; Transformers; R; LangChain; A/B Testing,10,,3,Fast.ai,No,Partially
R00186,Spark; PyTorch; Prompt Engineering; Time Series Analysis; Computer Vision; Docker; Scikit-learn; AWS; Transformers; Edge AI / TinyML,10,AWS ML Specialty,2,University courses,No,Yes
R00187,Transformers; Data Visualization; TensorFlow; A/B Testing; NLP; Spark; PyTorch,7,,0,Udemy,Yes,No
R00188,Azure; Spark; Pandas; Reinforcement Learning; PyTorch; Feature Engineering; GCP; Prompt Engineering,8,Google Professional ML Engineer,18,LinkedIn Learning,Yes,Yes
R00189,Edge AI / TinyML; MLOps; RAG Pipelines; Python; Azure; Kubernetes,6,AWS ML Specialty,6,edX,Yes,Yes
R00190,Reinforcement Learning; PyTorch; Pandas; Edge AI / TinyML; LangChain,5,,5,Pluralsight,No,No
R00191,Time Series Analysis; PyTorch; Statistics,3,Coursera ML Certificate,10,Company training,Yes,Partially
R00192,Transformers; Graph Neural Networks; Spark; Computer Vision; Kubernetes; NLP; MLOps; Python; TensorFlow,9,,11,Udemy,Yes,Partially
R00193,Azure; Python; Prompt Engineering; Graph Neural Networks,4,DeepLearning.AI Specialization,18,LinkedIn Learning,Yes,No
R00194,Fine-tuning LLMs; TensorFlow; Feature Engineering; Computer Vision; Transformers; Docker; NLP; Pandas,8,TensorFlow Developer Certificate,14,University courses,Yes,Partially
R00195,Azure; TensorFlow; A/B Testing; SQL,4,TensorFlow Developer Certificate,11,edX,Yes,Partially
R00196,Transformers; Kubernetes; Statistics; GCP; A/B Testing; Pandas; Docker; Reinforcement Learning; Spark; MLOps,10,Azure AI Engineer,9,Coursera,Yes,Yes
R00197,Feature Engineering; Time Series Analysis; Transformers; LangChain; Data Visualization; Spark,6,Coursera ML Certificate,7,Pluralsight,No,No
R00198,MLOps; Statistics; TensorFlow; Python; Edge AI / TinyML,5,Kaggle Competitions Expert,9,Udemy,Yes,Yes
R00199,Data Visualization; Computer Vision; Docker; R; Spark; MLOps; Scikit-learn; Kubernetes; A/B Testing; Fine-tuning LLMs; Transformers; LangChain; Reinforcement Learning; Azure,14,,13,Udemy,Yes,No
R00200,Feature Engineering; Kubernetes; AWS; R; Time Series Analysis; Docker; Graph Neural Networks,7,,6,Coursera,Yes,No
R00201,Statistics; Feature Engineering; AWS; Prompt Engineering; PyTorch; RAG Pipelines; Reinforcement Learning; A/B Testing,8,DeepLearning.AI Specialization,8,Udemy,No,Partially
R00202,Spark; Graph Neural Networks; Azure; Kubernetes; Fine-tuning LLMs; GCP,6,,12,Coursera,No,Yes
R00203,Generative AI; R; Statistics; Time Series Analysis,4,,6,Fast.ai,Yes,Yes
R00204,AWS; A/B Testing; Spark; Generative AI; R; Prompt Engineering; Computer Vision,7,DeepLearning.AI Specialization,12,Coursera,Yes,Partially
R00205,Docker; Azure; R; Python; Data Visualization; Kubernetes,6,,0,Udemy,Yes,Yes
R00206,GCP; RAG Pipelines; MLOps; Feature Engineering; TensorFlow; Statistics,6,Google Professional ML Engineer,0,LinkedIn Learning,Yes,No
R00207,NLP; Pandas; Reinforcement Learning; Scikit-learn; Python; Azure; Computer Vision,7,DeepLearning.AI Specialization,0,Udemy,Yes,Partially
R00208,Computer Vision; MLOps; Statistics; A/B Testing; Edge AI / TinyML; Fine-tuning LLMs; Prompt Engineering; Pandas; Scikit-learn,9,TensorFlow Developer Certificate,22,Company training,Yes,Yes
R00209,Python; Docker; NLP; Fine-tuning LLMs; Edge AI / TinyML; PyTorch; Azure; RAG Pipelines; Spark; LangChain,10,DeepLearning.AI Specialization,4,edX,Yes,No
R00210,MLOps; Statistics; NLP; RAG Pipelines; Transformers; Prompt Engineering; A/B Testing; PyTorch; Scikit-learn; SQL,10,,6,LinkedIn Learning,Yes,Partially
R00211,Spark; Docker; Reinforcement Learning; GCP; R; Python; Computer Vision; LangChain; MLOps; A/B Testing,10,,0,YouTube,No,Partially
R00212,Kubernetes; Docker; AWS; Time Series Analysis; RAG Pipelines; Statistics; Spark,7,Coursera ML Certificate,6,Udemy,No,Partially
R00213,RAG Pipelines; MLOps; Graph Neural Networks; Time Series Analysis; Feature Engineering; NLP; Scikit-learn; AWS; Kubernetes; Docker,10,AWS ML Specialty,6,LinkedIn Learning,No,Yes
R00214,GCP; PyTorch; MLOps; Spark; Feature Engineering; Scikit-learn; LangChain; Edge AI / TinyML; Transformers,9,,6,YouTube,Yes,Yes
R00215,Kubernetes; Graph Neural Networks; Docker; NLP; Generative AI; LangChain; Transformers; A/B Testing; Reinforcement Learning; RAG Pipelines; TensorFlow,11,AWS ML Specialty,0,Company training,Yes,Partially
R00216,Graph Neural Networks; R; Edge AI / TinyML; Transformers; Time Series Analysis; SQL; Docker; Feature Engineering; Spark,9,Google Professional ML Engineer,12,Coursera,No,Partially
R00217,Generative AI; Computer Vision; Statistics; Pandas; Fine-tuning LLMs; Spark,6,,13,YouTube,Yes,Yes
R00218,Computer Vision; Reinforcement Learning; TensorFlow; Scikit-learn; PyTorch; Fine-tuning LLMs; SQL; Pandas,8,,10,Kaggle Learn,No,No
R00219,SQL; Docker; Scikit-learn; NLP; AWS; Graph Neural Networks; Reinforcement Learning,7,Kaggle Competitions Expert,0,DeepLearning.AI,No,No
R00220,Generative AI; MLOps; Pandas; Scikit-learn,4,Coursera ML Certificate,7,Kaggle Learn,No,Partially
R00221,TensorFlow; PyTorch; Azure; Feature Engineering; Data Visualization; Statistics; Docker,7,,10,University courses,No,Partially
R00222,Pandas; PyTorch; Time Series Analysis; LangChain; Spark; Scikit-learn; Azure,7,Kaggle Competitions Expert,9,Kaggle Learn,Yes,Yes
R00223,Computer Vision; Spark; Graph Neural Networks; Scikit-learn; LangChain; SQL; Data Visualization; Transformers; Fine-tuning LLMs; Azure; Feature Engineering; GCP; R,13,DeepLearning.AI Specialization,3,Udemy,Yes,No
R00224,MLOps; Spark; Fine-tuning LLMs; Time Series Analysis; Docker,5,Kaggle Competitions Expert,12,LinkedIn Learning,Yes,Yes
R00225,Docker; Computer Vision; Statistics; Graph Neural Networks; LangChain; RAG Pipelines; Python; Pandas; Spark; GCP; Kubernetes; Reinforcement Learning,12,,9,Coursera,No,No
R00226,AWS; SQL; Scikit-learn; Azure; R; Edge AI / TinyML; Reinforcement Learning; Kubernetes; Transformers; Generative AI; LangChain,11,,10,Company training,Yes,Yes
R00227,Pandas; Time Series Analysis; SQL; Graph Neural Networks; Reinforcement Learning; Docker; Prompt Engineering; RAG Pipelines; MLOps; GCP; Fine-tuning LLMs; Edge AI / TinyML; Data Visualization; Python; Statistics,15,,6,LinkedIn Learning,Yes,Partially
R00228,LangChain; Python; A/B Testing; SQL; Pandas; AWS; TensorFlow; Azure; Generative AI; MLOps,10,,7,Company training,Yes,Partially
R00229,AWS; Computer Vision; Transformers,3,Google Professional ML Engineer,11,LinkedIn Learning,No,Yes
R00230,Prompt Engineering; LangChain; MLOps; PyTorch; Graph Neural Networks; Spark; Docker; SQL,8,Kaggle Competitions Expert,11,University courses,No,Partially
R00231,Computer Vision; Docker; Statistics; GCP; Pandas; Python; NLP; R; Generative AI,9,,13,edX,Yes,No
R00232,Transformers; R; Python; MLOps; Statistics; Docker; NLP; Spark,8,Google Professional ML Engineer,7,Kaggle Learn,Yes,Yes
R00233,A/B Testing; Python; Transformers; MLOps; Graph Neural Networks; Data Visualization; PyTorch,7,AWS ML Specialty,11,Pluralsight,No,Partially
R00234,Statistics; Data Visualization; A/B Testing; Graph Neural Networks; Generative AI; MLOps; Transformers,7,Azure AI Engineer,4,Kaggle Learn,Yes,No
R00235,Python; Generative AI; R,3,DeepLearning.AI Specialization,0,Company training,Yes,Partially
R00236,LangChain; GCP; Prompt Engineering; Data Visualization; Edge AI / TinyML; RAG Pipelines; Transformers; Scikit-learn; MLOps; Feature Engineering; AWS; SQL; Pandas; PyTorch; NLP,15,,11,Coursera,No,Yes
R00237,Computer Vision; Azure; R; Time Series Analysis; NLP; GCP; Transformers,7,,13,Coursera,Yes,Yes
R00238,Scikit-learn; Docker; SQL; PyTorch; Pandas; Fine-tuning LLMs; NLP; Statistics; RAG Pipelines; LangChain; A/B Testing; AWS; Prompt Engineering,13,Kaggle Competitions Expert,6,edX,Yes,Yes
R00239,RAG Pipelines; NLP; Spark; Statistics; Kubernetes; Graph Neural Networks; TensorFlow; Pandas; AWS; Feature Engineering; SQL; GCP,12,Coursera ML Certificate,0,Fast.ai,Yes,Partially
R00240,A/B Testing; Statistics; MLOps; Prompt Engineering; Fine-tuning LLMs; LangChain; Docker; AWS; Scikit-learn,9,,5,DeepLearning.AI,Yes,Yes
R00241,SQL; Generative AI; Prompt Engineering; Data Visualization; MLOps; Computer Vision,6,Azure AI Engineer,12,Kaggle Learn,Yes,Partially
R00242,Kubernetes; MLOps; R; Data Visualization; Statistics,5,TensorFlow Developer Certificate,5,Fast.ai,No,No
R00243,NLP; Computer Vision; MLOps; A/B Testing; Generative AI; Time Series Analysis; Docker; Kubernetes; Fine-tuning LLMs,9,Azure AI Engineer,7,Fast.ai,No,Partially
R00244,Reinforcement Learning; Fine-tuning LLMs; LangChain; MLOps; Scikit-learn; TensorFlow; Prompt Engineering; A/B Testing; Azure,9,Google Professional ML Engineer,6,Company training,Yes,Yes
R00245,RAG Pipelines; Docker; NLP; Generative AI; Time Series Analysis; Data Visualization; Edge AI / TinyML; AWS; Kubernetes; Python,10,Coursera ML Certificate,3,edX,No,Partially
R00246,Docker; Graph Neural Networks; Scikit-learn; Prompt Engineering; Computer Vision,5,Coursera ML Certificate,0,Company training,Yes,Yes
R00247,Graph Neural Networks; Feature Engineering; Scikit-learn; TensorFlow; Pandas; Computer Vision; NLP; Docker; Edge AI / TinyML; Azure; Prompt Engineering,11,AWS ML Specialty,9,Pluralsight,Yes,No
R00248,Prompt Engineering; Time Series Analysis; NLP; SQL; Azure,5,Google Professional ML Engineer,12,Coursera,No,Partially
R00249,Edge AI / TinyML; Feature Engineering; Statistics; Prompt Engineering; LangChain; GCP; MLOps; Spark; Fine-tuning LLMs; RAG Pipelines; Computer Vision; A/B Testing; TensorFlow; Data Visualization,14,,11,Self-study (books/papers),Yes,No
R00250,Python; Statistics; SQL; LangChain; Generative AI; Scikit-learn,6,,6,Pluralsight,Yes,Yes
R00251,Spark; MLOps; A/B Testing; AWS; NLP; Data Visualization,6,Kaggle Competitions Expert,13,Fast.ai,No,Yes
R00252,Graph Neural Networks; Generative AI; Statistics; Azure; SQL; Fine-tuning LLMs,6,Coursera ML Certificate,10,DeepLearning.AI,Yes,No
R00253,Reinforcement Learning; Fine-tuning LLMs; Time Series Analysis; Spark; LangChain; Docker; Data Visualization; TensorFlow; RAG Pipelines; Graph Neural Networks,10,TensorFlow Developer Certificate,4,YouTube,No,Yes
R00254,Computer Vision; Python; Generative AI; Data Visualization; Transformers; A/B Testing; Docker,7,,5,Udemy,Yes,Partially
R00255,Time Series Analysis; TensorFlow; Docker; GCP; MLOps; Prompt Engineering; Transformers; PyTorch; RAG Pipelines; A/B Testing; Azure; LangChain,12,,7,YouTube,No,Partially
R00256,Azure; Pandas; Python; AWS; Fine-tuning LLMs; Spark,6,Kaggle Competitions Expert,14,Kaggle Learn,Yes,No
R00257,Azure; R; Kubernetes; RAG Pipelines; Scikit-learn; AWS; A/B Testing,7,,5,Self-study (books/papers),Yes,Yes
R00258,Python; LangChain; A/B Testing; Graph Neural Networks; NLP; MLOps; Azure; Data Visualization; Prompt Engineering; Time Series Analysis; Kubernetes; Generative AI,12,Kaggle Competitions Expert,5,Self-study (books/papers),No,Yes
R00259,RAG Pipelines; Feature Engineering; Pandas; Python; Scikit-learn; PyTorch; Time Series Analysis,7,,3,edX,Yes,Yes
R00260,Transformers; Spark; Statistics; Reinforcement Learning; TensorFlow; RAG Pipelines; LangChain; Docker; PyTorch; Edge AI / TinyML,10,TensorFlow Developer Certificate,5,Coursera,Yes,No
R00261,AWS; RAG Pipelines; R; Docker; A/B Testing; Scikit-learn; Data Visualization; Graph Neural Networks; Reinforcement Learning,9,Google Professional ML Engineer,1,edX,No,Yes
R00262,AWS; Feature Engineering; Edge AI / TinyML; Reinforcement Learning; Transformers; Statistics; Time Series Analysis; TensorFlow; Spark; Generative AI,10,,3,Udemy,Yes,Yes
R00263,NLP; Computer Vision; Feature Engineering; Data Visualization; Scikit-learn; Docker; Pandas; Generative AI; MLOps; Transformers,10,Kaggle Competitions Expert,15,Company training,Yes,No
R00264,Transformers; Graph Neural Networks; SQL; Spark; R; MLOps; Kubernetes,7,,8,Fast.ai,Yes,Yes
R00265,Azure; Edge AI / TinyML; Reinforcement Learning; Graph Neural Networks; Spark; Pandas; Statistics,7,DeepLearning.AI Specialization,5,Self-study (books/papers),Yes,Partially
R00266,MLOps; Data Visualization; Transformers; SQL; RAG Pipelines; Python,6,DeepLearning.AI Specialization,9,edX,Yes,Yes
R00267,GCP; SQL; R,3,DeepLearning.AI Specialization,5,LinkedIn Learning,No,Yes
R00268,Python; Docker; Time Series Analysis; Fine-tuning LLMs; Generative AI,5,Azure AI Engineer,7,Coursera,No,Yes
R00269,Spark; PyTorch; Generative AI; Transformers; Data Visualization; TensorFlow; SQL; R; Fine-tuning LLMs,9,Azure AI Engineer,13,Fast.ai,Yes,No
R00270,SQL; Scikit-learn; Transformers; Reinforcement Learning; Azure; Pandas; MLOps; PyTorch; Spark; Python,10,Google Professional ML Engineer,7,Self-study (books/papers),Yes,Partially
R00271,R; Docker; MLOps; Azure; Feature Engineering; Computer Vision; Spark,7,DeepLearning.AI Specialization,9,Pluralsight,Yes,No
R00272,NLP; Azure; Graph Neural Networks; Fine-tuning LLMs; Scikit-learn; Kubernetes,6,,17,Fast.ai,Yes,No
R00273,Reinforcement Learning; Spark; Python; SQL; TensorFlow; AWS; Feature Engineering; PyTorch; RAG Pipelines; Data Visualization,10,,2,Company training,No,Partially
R00274,Graph Neural Networks; SQL; Generative AI; TensorFlow; Edge AI / TinyML; MLOps; Feature Engineering; R,8,Coursera ML Certificate,3,YouTube,Yes,Partially
R00275,Prompt Engineering; AWS; Scikit-learn; Generative AI; Data Visualization; Edge AI / TinyML,6,Google Professional ML Engineer,14,Fast.ai,No,Yes
R00276,Computer Vision; Prompt Engineering; Python; AWS; Reinforcement Learning; Transformers; GCP; Time Series Analysis; Spark,9,Kaggle Competitions Expert,7,edX,Yes,No
R00277,Spark; Kubernetes; Prompt Engineering; PyTorch; TensorFlow; Computer Vision; Azure; NLP; GCP; MLOps,10,Google Professional ML Engineer,4,YouTube,Yes,Yes
R00278,Fine-tuning LLMs; Azure; MLOps; Edge AI / TinyML; Computer Vision,5,,5,DeepLearning.AI,No,No
R00279,PyTorch; MLOps; Transformers; TensorFlow; Fine-tuning LLMs; Generative AI,6,Google Professional ML Engineer,4,edX,Yes,No
R00280,Reinforcement Learning; Kubernetes; PyTorch; Azure; TensorFlow; NLP; SQL,7,AWS ML Specialty,9,Kaggle Learn,Yes,Yes
R00281,Data Visualization; Generative AI; SQL; Reinforcement Learning; Scikit-learn; TensorFlow; Statistics,7,AWS ML Specialty,8,Fast.ai,Yes,Partially
R00282,Reinforcement Learning; RAG Pipelines; Data Visualization; A/B Testing; GCP; TensorFlow; Transformers; MLOps,8,Kaggle Competitions Expert,3,DeepLearning.AI,Yes,Yes
R00283,GCP; Computer Vision; Reinforcement Learning; AWS; TensorFlow; Kubernetes; SQL; Feature Engineering; Spark,9,TensorFlow Developer Certificate,5,edX,Yes,Yes
R00284,Pandas; PyTorch; Edge AI / TinyML; Spark; LangChain; Time Series Analysis; RAG Pipelines; Generative AI; SQL; Statistics,10,,2,Udemy,Yes,Yes
R00285,AWS; Feature Engineering; A/B Testing; Data Visualization; Edge AI / TinyML; Statistics; NLP; Prompt Engineering; MLOps; PyTorch,10,,5,Kaggle Learn,No,Partially
R00286,Spark; GCP; LangChain; Computer Vision; TensorFlow; Generative AI; SQL,7,Coursera ML Certificate,11,DeepLearning.AI,Yes,Yes
R00287,MLOps; GCP; Feature Engineering; PyTorch; Reinforcement Learning; TensorFlow; Data Visualization; Edge AI / TinyML,8,Kaggle Competitions Expert,8,DeepLearning.AI,Yes,Yes
R00288,Statistics; MLOps; PyTorch; Pandas; Computer Vision,5,,6,Kaggle Learn,No,No
R00289,Python; Docker; NLP; A/B Testing; Scikit-learn; RAG Pipelines; Kubernetes; Computer Vision; SQL; Graph Neural Networks,10,Coursera ML Certificate,0,Coursera,No,Yes
R00290,Feature Engineering; Time Series Analysis; LangChain; R,4,TensorFlow Developer Certificate,5,Coursera,Yes,Partially
R00291,Python; Docker; Graph Neural Networks; NLP; Scikit-learn; Generative AI; RAG Pipelines; Time Series Analysis; Prompt Engineering,9,TensorFlow Developer Certificate,8,Udemy,Yes,No
R00292,R; Pandas; SQL; LangChain; NLP; AWS,6,Google Professional ML Engineer,9,Kaggle Learn,Yes,Yes
