respondent_id,ai_tool,usage_frequency,productivity_change_pct,satisfaction_score,primary_use_case
R00129,Cursor,Daily,8.2,5,Brainstorming
R00129,Perplexity,Daily,-20.0,4,Customer support automation
R00129,Google Vertex AI,Several times a week,32.2,5,Debugging
R00129,Midjourney,Monthly,55.8,5,Writing & docs
R00130,ChatGPT,Monthly,42.4,4,Research
R00130,Jasper AI,Several times a week,-10.9,4,Customer support automation
R00130,Claude,Daily,-7.7,2,Brainstorming
R00130,Custom In-house AI,Several times a week,67.5,4,Data analysis
R00131,Tableau AI,Monthly,51.0,5,Writing & docs
R00131,Notion AI,Several times a week,-1.2,4,Data analysis
R00132,Custom In-house AI,Several times a week,21.0,4,Image generation
R00132,Gemini,Rarely,11.6,5,Customer support automation
R00132,v0 by Vercel,Several times a week,11.1,3,Research
R00133,GitHub Copilot,Several times a week,62.6,5,Workflow automation
R00133,Google Vertex AI,Weekly,-17.8,4,Customer support automation
R00133,Devin,Weekly,22.7,5,Data analysis
R00133,Gemini,Weekly,16.8,3,Workflow automation
R00133,Perplexity,Daily,35.3,5,Data analysis
R00133,LLaMA / Open-source LLMs,Rarely,54.1,5,Customer support automation
R00134,Cursor,Several times a week,-15.0,3,Code generation
R00134,Claude,Daily,31.1,2,Workflow automation
R00134,Hugging Face Models,Daily,25.5,2,Debugging
R00135,AWS Bedrock,Daily,10.2,5,Customer support automation
R00135,Tableau AI,Weekly,28.2,4,Writing & docs
R00135,Cursor,Weekly,45.3,2,Image generation
R00135,Custom In-house AI,Daily,30.2,4,Code generation
R00135,Perplexity,Several times a week,26.6,4,Debugging
R00135,Notion AI,Weekly,31.4,5,Code generation
R00136,LLaMA / Open-source LLMs,Daily,34.2,5,Workflow automation
R00136,GitHub Copilot,Weekly,41.8,5,Writing & docs
R00136,Tableau AI,Weekly,31.0,4,Image generation
R00136,Midjourney,Rarely,44.1,5,Data analysis
R00136,Devin,Weekly,27.0,3,Workflow automation
R00137,Google Vertex AI,Several times a week,-2.2,3,Customer support automation
R00137,GitHub Copilot,Weekly,59.3,3,Data analysis
R00138,Jasper AI,Several times a week,-2.5,4,Brainstorming
R00138,Devin,Several times a week,45.0,1,Data analysis
R00138,Google Vertex AI,Several times a week,45.6,2,Image generation
R00138,Azure OpenAI,Rarely,-8.2,1,Customer support automation
R00139,Devin,Monthly,34.3,3,Image generation
R00139,Stable Diffusion,Daily,27.3,4,Customer support automation
R00139,Claude,Daily,6.1,5,Code generation
R00139,Azure OpenAI,Several times a week,9.5,3,Translation
R00139,Hugging Face Models,Several times a week,10.7,3,Translation
R00139,Google Vertex AI,Weekly,52.2,4,Research
R00140,Stable Diffusion,Monthly,4.3,4,Data analysis
R00140,Claude,Monthly,36.2,4,Research
R00140,AWS Bedrock,Monthly,18.3,4,Data analysis
R00140,Gemini,Several times a week,61.4,4,Workflow automation
R00141,Stable Diffusion,Daily,32.7,5,Debugging
R00141,Midjourney,Several times a week,0.6,5,Writing & docs
R00141,Jasper AI,Daily,19.7,4,Code generation
R00141,Devin,Several times a week,42.1,2,Workflow automation
R00142,Notion AI,Daily,50.8,5,Brainstorming
R00142,Tableau AI,Several times a week,17.2,5,Customer support automation
R00143,AWS Bedrock,Weekly,48.3,5,Debugging
R00144,v0 by Vercel,Monthly,23.4,5,Research
R00144,Perplexity,Daily,-8.0,4,Workflow automation
R00145,Midjourney,Weekly,16.3,2,Research
R00145,Google Vertex AI,Weekly,32.6,4,Workflow automation
R00145,Replit AI,Weekly,22.3,4,Image generation
R00145,v0 by Vercel,Daily,-8.4,4,Translation
R00145,Perplexity,Weekly,26.0,5,Image generation
R00145,Custom In-house AI,Rarely,61.5,3,Translation
R00145,GitHub Copilot,Weekly,13.2,4,Image generation
R00145,Stable Diffusion,Daily,31.7,1,Data analysis
R00146,Perplexity,Weekly,41.7,5,Research
R00146,LLaMA / Open-source LLMs,Daily,41.1,5,Research
R00146,Devin,Several times a week,60.3,3,Image generation
R00147,Jasper AI,Monthly,29.9,4,Data analysis
R00147,Stable Diffusion,Several times a week,12.4,5,Workflow automation
R00147,Claude,Several times a week,9.3,4,Brainstorming
R00147,ChatGPT,Weekly,37.2,4,Image generation
R00147,Midjourney,Monthly,20.0,5,Image generation
R00147,Devin,Several times a week,-1.4,5,Research
R00147,v0 by Vercel,Several times a week,33.0,3,Workflow automation
R00148,Google Vertex AI,Several times a week,24.5,4,Translation
R00148,Stable Diffusion,Daily,44.3,3,Writing & docs
R00148,Replit AI,Daily,11.7,4,Data analysis
R00149,ChatGPT,Weekly,10.9,2,Workflow automation
R00149,AWS Bedrock,Several times a week,10.8,3,Customer support automation
R00150,Hugging Face Models,Daily,31.6,4,Code generation
R00151,Azure OpenAI,Monthly,9.3,4,Image generation
R00151,Hugging Face Models,Weekly,38.4,4,Debugging
R00151,Claude,Weekly,36.8,4,Data analysis
R00152,Custom In-house AI,Daily,22.8,2,Translation
R00152,Devin,Several times a week,48.9,3,Workflow automation
R00153,Claude,Weekly,51.8,5,Writing & docs
R00153,Devin,Weekly,48.0,4,Research
R00153,Google Vertex AI,Several times a week,34.7,2,Customer support automation
R00153,Tableau AI,Several times a week,-0.1,5,Workflow automation
R00153,GitHub Copilot,Rarely,31.3,1,Code generation
R00154,Notion AI,Weekly,8.7,4,Customer support automation
R00154,Google Vertex AI,Weekly,-20.0,1,Debugging
R00155,Azure OpenAI,Rarely,23.4,5,Research
R00155,Gemini,Monthly,12.7,4,Writing & docs
R00155,Perplexity,Daily,0.2,3,Research
R00155,GitHub Copilot,Daily,72.4,5,Research
R00155,Cursor,Weekly,37.9,5,Translation
R00156,Gemini,Rarely,60.9,3,Code generation
R00156,Azure OpenAI,Weekly,23.4,4,Translation
R00156,v0 by Vercel,Several times a week,14.5,4,Image generation
R00156,Claude,Monthly,79.1,5,Brainstorming
R00156,Replit AI,Monthly,45.9,3,Customer support automation
R00156,Google Vertex AI,Monthly,24.6,4,Workflow automation
R00157,Tableau AI,Several times a week,49.1,5,Research
R00158,Claude,Monthly,25.4,5,Debugging
R00158,Replit AI,Daily,47.2,3,Code generation
R00158,GitHub Copilot,Several times a week,40.3,5,Brainstorming
R00159,Cursor,Monthly,14.4,5,Customer support automation
R00159,Azure OpenAI,Monthly,69.3,5,Data analysis
R00159,Claude,Several times a week,38.7,3,Brainstorming
R00159,v0 by Vercel,Several times a week,14.7,4,Debugging
R00160,Cursor,Several times a week,5.0,5,Writing & docs
R00160,AWS Bedrock,Several times a week,17.2,4,Workflow automation
R00160,Custom In-house AI,Daily,18.1,4,Data analysis
R00160,Stable Diffusion,Monthly,61.7,4,Code generation
R00161,Hugging Face Models,Daily,29.3,4,Customer support automation
R00161,Google Vertex AI,Weekly,25.6,2,Writing & docs
R00161,Jasper AI,Daily,4.9,5,Debugging
R00162,Perplexity,Daily,45.1,2,Workflow automation
R00162,LLaMA / Open-source LLMs,Weekly,29.7,4,Code generation
R00162,Notion AI,Weekly,12.5,4,Debugging
R00163,Google Vertex AI,Several times a week,37.4,4,Translation
R00164,Devin,Weekly,22.7,5,Data analysis
R00164,Claude,Daily,22.8,4,Image generation
R00164,Replit AI,Several times a week,43.2,4,Code generation
R00164,LLaMA / Open-source LLMs,Weekly,33.8,4,Debugging
R00164,Cursor,Several times a week,27.6,5,Customer support automation
R00164,Perplexity,Weekly,32.7,4,Debugging
R00164,Notion AI,Several times a week,45.2,4,Data analysis
R00165,Jasper AI,Daily,48.1,1,Customer support automation
R00165,Google Vertex AI,Rarely,34.9,3,Translation
R00165,Gemini,Several times a week,35.4,5,Translation
R00165,ChatGPT,Weekly,27.2,2,Code generation
R00165,Replit AI,Several times a week,32.5,5,Research
R00165,Cursor,Weekly,-0.8,4,Customer support automation
R00165,LLaMA / Open-source LLMs,Daily,38.0,5,Code generation
R00165,Notion AI,Daily,49.5,5,Research
R00166,GitHub Copilot,Daily,31.1,4,Code generation
R00166,Notion AI,Daily,28.6,2,Customer support automation
R00166,LLaMA / Open-source LLMs,Several times a week,34.9,4,Customer support automation
R00167,Notion AI,Daily,46.5,3,Customer support automation
R00167,Google Vertex AI,Weekly,34.3,4,Image generation
R00167,LLaMA / Open-source LLMs,Several times a week,15.8,4,Customer support automation
R00168,ChatGPT,Rarely,41.6,5,Brainstorming
R00168,Jasper AI,Daily,13.0,4,Debugging
R00169,Cursor,Weekly,25.6,3,Workflow automation
R00169,Jasper AI,Weekly,32.6,4,Writing & docs
R00169,Hugging Face Models,Weekly,42.4,5,Image generation
R00169,AWS Bedrock,Monthly,17.0,5,Code generation
R00170,Hugging Face Models,Several times a week,40.8,5,Research
R00170,Notion AI,Daily,23.2,3,Workflow automation
R00170,Perplexity,Rarely,-0.0,5,Data analysis
R00170,Azure OpenAI,Weekly,13.1,3,Data analysis
R00171,Perplexity,Several times a week,25.9,4,Code generation
R00171,Notion AI,Daily,1.6,3,Debugging
R00172,Perplexity,Monthly,58.2,5,Customer support automation
R00172,v0 by Vercel,Weekly,38.2,5,Debugging
R00172,Cursor,Daily,29.4,4,Writing & docs
R00173,Midjourney,Several times a week,32.2,4,Translation
R00173,ChatGPT,Monthly,36.5,3,Brainstorming
R00173,Stable Diffusion,Several times a week,22.4,4,Research
R00173,Azure OpenAI,Weekly,58.2,4,Brainstorming
R00173,Custom In-house AI,Several times a week,26.1,5,Workflow automation
R00173,Gemini,Several times a week,13.8,4,Customer support automation
R00174,ChatGPT,Several times a week,55.3,5,Debugging
R00174,Perplexity,Monthly,47.7,4,Writing & docs
R00174,Claude,Several times a week,15.7,4,Debugging
R00175,Claude,Weekly,23.0,4,Data analysis
R00175,Replit AI,Several times a week,14.5,2,Writing & docs
R00175,ChatGPT,Daily,57.3,2,Customer support automation
R00176,Azure OpenAI,Rarely,20.1,3,Image generation
R00176,Tableau AI,Several times a week,46.0,5,Image generation
R00176,Perplexity,Monthly,24.4,3,Code generation
R00176,Jasper AI,Daily,33.5,3,Brainstorming
R00177,Midjourney,Daily,49.0,1,Code generation
R00177,Azure OpenAI,Daily,-20.0,5,Code generation
R00178,Stable Diffusion,Several times a week,10.0,4,Brainstorming
R00178,Custom In-house AI,Monthly,71.8,5,Workflow automation
R00179,LLaMA / Open-source LLMs,Monthly,18.4,4,Image generation
R00179,Azure OpenAI,Several times a week,17.1,5,Workflow automation
R00179,Gemini,Several times a week,57.4,2,Customer support automation
R00180,Cursor,Weekly,68.7,5,Research
R00181,Claude,Weekly,53.1,4,Brainstorming
R00181,Custom In-house AI,Weekly,31.9,3,Image generation
R00181,Jasper AI,Daily,47.6,4,Debugging
R00181,LLaMA / Open-source LLMs,Several times a week,47.9,5,Research
R00182,Midjourney,Monthly,26.3,4,Translation
R00182,Tableau AI,Several times a week,35.3,1,Research
R00182,Jasper AI,Monthly,16.6,5,Brainstorming
R00182,GitHub Copilot,Monthly,16.8,4,Research
R00182,Cursor,Daily,-18.8,4,Customer support automation
R00182,AWS Bedrock,Daily,74.5,4,Debugging
R00182,Claude,Daily,46.2,4,Data analysis
R00183,Cursor,Rarely,0.1,2,Translation
R00184,Stable Diffusion,Weekly,18.2,4,Research
R00184,ChatGPT,Several times a week,36.4,5,Data analysis
R00184,GitHub Copilot,Monthly,46.7,3,Workflow automation
R00184,AWS Bedrock,Weekly,36.9,4,Writing & docs
R00184,Custom In-house AI,Several times a week,22.0,4,Research
R00184,Cursor,Monthly,72.3,2,Customer support automation
R00185,Perplexity,Weekly,28.9,5,Research
R00185,Azure OpenAI,Weekly,32.4,5,Translation
R00186,Azure OpenAI,Monthly,55.4,5,Customer support automation
R00186,LLaMA / Open-source LLMs,Daily,19.3,3,Research
R00186,Claude,Rarely,22.9,2,Workflow automation
R00186,Devin,Weekly,13.1,5,Image generation
R00186,GitHub Copilot,Daily,63.0,3,Debugging
R00186,ChatGPT,Weekly,27.4,5,Research
R00186,Replit AI,Daily,-2.0,4,Translation
R00186,Jasper AI,Rarely,28.2,3,Debugging
R00187,Devin,Several times a week,-2.3,5,Debugging
R00187,Stable Diffusion,Weekly,8.8,3,Code generation
R00187,Azure OpenAI,Daily,27.0,4,Data analysis
R00187,Claude,Daily,50.5,5,Workflow automation
R00187,Notion AI,Weekly,40.6,5,Translation
R00188,Custom In-house AI,Daily,50.7,5,Customer support automation
R00188,Replit AI,Rarely,-2.3,5,Translation
R00188,Gemini,Daily,73.7,3,Research
R00188,Claude,Daily,16.9,4,Workflow automation
R00188,Tableau AI,Several times a week,8.0,5,Customer support automation
R00189,Replit AI,Several times a week,50.3,3,Research
R00189,Claude,Several times a week,49.8,4,Image generation
R00189,Tableau AI,Weekly,30.5,3,Writing & docs
R00189,Perplexity,Several times a week,43.1,3,Customer support automation
R00190,Tableau AI,Monthly,15.1,5,Translation
R00190,Hugging Face Models,Daily,48.3,1,Brainstorming
R00191,Claude,Weekly,32.6,3,Image generation
R00192,Replit AI,Several times a week,25.3,3,Image generation
R00193,Jasper AI,Monthly,31.8,4,Debugging
R00193,Google Vertex AI,Several times a week,32.9,4,Brainstorming
R00193,GitHub Copilot,Monthly,-2.5,4,Writing & docs
R00193,Custom In-house AI,Several times a week,46.7,3,Code generation
R00193,ChatGPT,Daily,55.5,4,Writing & docs
R00193,Midjourney,Weekly,26.0,3,Data analysis
R00194,AWS Bedrock,Several times a week,17.6,1,Debugging
R00194,GitHub Copilot,Several times a week,36.4,5,Image generation
R00194,Google Vertex AI,Several times a week,62.1,3,Writing & docs
R00194,Jasper AI,Daily,23.4,3,Translation
R00194,LLaMA / Open-source LLMs,Weekly,50.2,4,Data analysis
R00194,Devin,Monthly,49.1,3,Research
R00194,ChatGPT,Rarely,42.5,4,Code generation
R00195,GitHub Copilot,Daily,55.5,4,Debugging
R00195,Google Vertex AI,Daily,50.9,5,Translation
R00195,Tableau AI,Weekly,41.9,5,Code generation
R00196,Replit AI,Monthly,68.6,4,Image generation
R00196,Notion AI,Several times a week,73.3,5,Debugging
R00196,Custom In-house AI,Several times a week,30.4,5,Code generation
R00196,AWS Bedrock,Daily,24.1,3,Research
R00197,Tableau AI,Weekly,28.4,5,Workflow automation
R00197,v0 by Vercel,Weekly,39.8,3,Writing & docs
R00198,Stable Diffusion,Rarely,12.6,3,Image generation
R00199,Claude,Several times a week,21.3,5,Code generation
R00199,Tableau AI,Weekly,20.2,2,Research
R00199,Stable Diffusion,Daily,29.2,4,Brainstorming
R00199,Google Vertex AI,Monthly,8.9,4,Writing & docs
R00200,ChatGPT,Daily,6.4,5,Workflow automation
R00200,GitHub Copilot,Several times a week,18.1,1,Brainstorming
R00200,Stable Diffusion,Daily,39.1,4,Writing & docs
R00200,Azure OpenAI,Daily,43.7,5,Data analysis
R00200,Replit AI,Monthly,53.0,3,Workflow automation
R00200,Notion AI,Several times a week,18.2,3,Workflow automation
R00200,Claude,Rarely,38.4,4,Image generation
R00201,Perplexity,Rarely,52.6,5,Code generation
R00201,Azure OpenAI,Daily,41.6,4,Code generation
R00201,Tableau AI,Several times a week,34.6,4,Research
R00202,Jasper AI,Rarely,12.3,5,Writing & docs
R00202,Perplexity,Several times a week,47.8,4,Code generation
R00203,LLaMA / Open-source LLMs,Weekly,-4.7,4,Workflow automation
R00203,Azure OpenAI,Several times a week,12.7,2,Translation
R00203,Tableau AI,Several times a week,35.0,4,Research
R00204,Jasper AI,Weekly,32.1,5,Customer support automation
R00204,Claude,Several times a week,54.1,3,Translation
R00204,Tableau AI,Rarely,23.2,3,Customer support automation
R00204,LLaMA / Open-source LLMs,Several times a week,38.7,4,Image generation
R00205,Custom In-house AI,Rarely,28.4,2,Data analysis
R00205,Gemini,Several times a week,11.4,4,Code generation
R00205,LLaMA / Open-source LLMs,Monthly,33.8,5,Writing & docs
R00205,Hugging Face Models,Daily,37.5,4,Workflow automation
R00205,Jasper AI,Daily,19.9,4,Writing & docs
R00206,Perplexity,Daily,39.9,4,Workflow automation
R00206,Devin,Rarely,26.9,4,Image generation
R00206,Azure OpenAI,Daily,14.0,5,Customer support automation
R00206,Midjourney,Weekly,10.0,4,Customer support automation
R00207,Perplexity,Weekly,62.7,3,Translation
R00207,LLaMA / Open-source LLMs,Daily,-10.6,3,Customer support automation
R00207,Devin,Daily,36.4,5,Research
R00208,Claude,Several times a week,54.4,2,Code generation
R00208,Azure OpenAI,Weekly,14.9,5,Research
R00208,Custom In-house AI,Weekly,34.4,2,Customer support automation
R00208,AWS Bedrock,Several times a week,33.4,1,Code generation
R00208,Stable Diffusion,Daily,24.8,4,Writing & docs
R00209,v0 by Vercel,Monthly,21.9,5,Debugging
R00209,Notion AI,Weekly,46.1,1,Brainstorming
R00209,LLaMA / Open-source LLMs,Daily,19.6,5,Customer support automation
R00209,Custom In-house AI,Monthly,40.0,4,Brainstorming
R00210,v0 by Vercel,Weekly,21.3,2,Customer support automation
R00210,Claude,Daily,50.3,2,Image generation
R00210,AWS Bedrock,Daily,25.0,5,Code generation
R00210,Stable Diffusion,Monthly,14.4,3,Writing & docs
R00210,LLaMA / Open-source LLMs,Daily,38.4,3,Debugging
R00210,Hugging Face Models,Monthly,15.8,5,Workflow automation
R00210,Gemini,Weekly,35.7,4,Data analysis
R00211,Stable Diffusion,Monthly,36.0,1,Image generation
R00211,LLaMA / Open-source LLMs,Daily,39.8,3,Debugging
R00212,Devin,Daily,51.2,4,Workflow automation
R00213,Cursor,Several times a week,26.8,3,Workflow automation
R00213,Google Vertex AI,Several times a week,37.2,4,Customer support automation
R00213,Gemini,Daily,43.2,5,Image generation
R00214,AWS Bedrock,Daily,28.2,4,Customer support automation
R00214,Hugging Face Models,Weekly,-20.0,4,Workflow automation
R00214,Midjourney,Daily,37.1,4,Writing & docs
R00215,Perplexity,Weekly,24.5,4,Code generation
R00215,Gemini,Several times a week,36.3,4,Brainstorming
R00215,Devin,Weekly,30.6,3,Image generation
R00215,Replit AI,Weekly,23.3,5,Image generation
R00215,Notion AI,Weekly,62.3,5,Customer support automation
R00215,Azure OpenAI,Weekly,34.8,4,Data analysis
R00215,Hugging Face Models,Weekly,37.3,5,Research
R00215,GitHub Copilot,Monthly,35.8,5,Code generation
R00216,v0 by Vercel,Several times a week,-5.5,1,Image generation
R00216,Claude,Weekly,30.6,4,Writing & docs
R00216,Devin,Daily,36.6,4,Code generation
R00216,Azure OpenAI,Rarely,38.6,4,Code generation
R00216,Notion AI,Daily,41.3,3,Data analysis
R00217,Replit AI,Weekly,35.0,5,Brainstorming
R00218,Cursor,Daily,47.1,4,Customer support automation
R00218,Hugging Face Models,Monthly,40.2,3,Research
R00218,GitHub Copilot,Several times a week,35.0,2,Customer support automation
R00219,Stable Diffusion,Weekly,16.4,4,Debugging
R00219,Devin,Rarely,11.2,5,Data analysis
R00219,Custom In-house AI,Weekly,20.6,4,Code generation
R00219,ChatGPT,Rarely,80.0,5,Brainstorming
R00219,Tableau AI,Daily,39.8,5,Debugging
R00219,Jasper AI,Weekly,34.4,5,Writing & docs
R00220,Cursor,Several times a week,20.5,4,Research
R00220,Perplexity,Weekly,63.1,2,Data analysis
R00220,Stable Diffusion,Daily,-14.2,4,Translation
R00220,Hugging Face Models,Rarely,34.0,5,Debugging
R00220,AWS Bedrock,Several times a week,19.0,2,Workflow automation
R00220,Notion AI,Daily,-1.1,5,Image generation
R00220,Azure OpenAI,Several times a week,42.7,5,Customer support automation
R00220,Claude,Monthly,51.9,4,Translation
R00221,Jasper AI,Several times a week,29.4,4,Customer support automation
R00221,v0 by Vercel,Several times a week,43.7,5,Image generation
R00222,Azure OpenAI,Several times a week,37.2,3,Research
R00222,Google Vertex AI,Rarely,17.9,2,Writing & docs
R00222,Claude,Several times a week,30.6,3,Code generation
R00222,Midjourney,Several times a week,50.4,4,Debugging
R00222,Notion AI,Weekly,36.6,3,Image generation
R00222,v0 by Vercel,Several times a week,7.3,5,Translation
R00222,Gemini,Daily,33.1,4,Translation
