respondent_id,survey_year,age,gender,country,education_level,job_role,industry,company_size,years_of_experience,remote_work_status
R00293,2025,31,Female,United States,Master's,Data Scientist,Technology,11-50,4,Hybrid
R00294,2025,35,Male,India,Master's,Data Scientist,Technology,201-1000,13,Hybrid
R00295,2024,45,Female,Sweden,Master's,Data Engineer,Manufacturing,201-1000,9,On-site
R00296,2025,33,Female,Canada,PhD,Data Analyst,Technology,11-50,4,Fully Remote
R00297,2026,33,Male,South Korea,Self-taught / Bootcamp,Data Engineer,Manufacturing,51-200,13,Hybrid
R00298,2024,33,Male,Canada,Master's,AI Researcher,Finance & Banking,51-200,9,Hybrid
R00299,2024,20,Female,France,PhD,ML Engineer,Finance & Banking,1001-5000,13,Hybrid
R00300,2026,20,Male,France,Self-taught / Bootcamp,Business Analyst,Energy,201-1000,11,Hybrid
R00301,2024,25,Male,United States,Bachelor's,Product Manager,Technology,1001-5000,4,Fully Remote
R00302,2025,40,Non-binary,Germany,Master's,Software Engineer,Telecom,11-50,4,Hybrid
R00303,2025,29,Female,UAE,Self-taught / Bootcamp,Data Scientist,Finance & Banking,51-200,12,Hybrid
R00304,2025,27,Female,Canada,Master's,Data Scientist,Legal,51-200,11,On-site
R00305,2025,27,Male,Germany,Master's,ML Engineer,Legal,201-1000,7,Hybrid
R00306,2024,30,Prefer not to say,Canada,Master's,Business Analyst,Consulting,201-1000,8,Fully Remote
R00307,2024,45,Female,United Kingdom,Bachelor's,Business Analyst,Telecom,51-200,18,Hybrid
R00308,2025,30,Male,Canada,PhD,DevOps / MLOps Engineer,Consulting,5000+,4,Fully Remote
R00309,2025,25,Female,United States,Master's,Software Engineer,Education,5000+,10,On-site
R00310,2025,32,Male,Spain,Master's,Data Analyst,Consulting,1001-5000,6,Hybrid
R00311,2025,46,Male,United States,Master's,Business Analyst,Education,1001-5000,6,Hybrid
R00312,2024,27,Male,Germany,Master's,DevOps / MLOps Engineer,Telecom,201-1000,15,On-site
R00313,2024,22,Male,India,Bachelor's,Full-Stack Developer,Automotive,51-200,13,On-site
R00314,2026,27,Female,United States,Master's,ML Engineer,Government,5000+,13,Hybrid
R00315,2025,33,Male,Australia,Master's,Data Scientist,Agriculture,1001-5000,18,Fully Remote
R00316,2024,37,Female,China,Master's,Software Engineer,Healthcare,5000+,7,Hybrid
R00317,2024,40,Male,Singapore,Bachelor's,Software Engineer,Retail,201-1000,11,Hybrid
R00318,2024,23,Male,India,PhD,Consultant,Finance & Banking,201-1000,5,Hybrid
R00319,2024,24,Male,Canada,Master's,ML Engineer,Technology,1-10,9,Hybrid
R00320,2026,29,Male,United States,Bachelor's,Data Engineer,Technology,51-200,6,Hybrid
R00321,2026,37,Male,Canada,PhD,DevOps / MLOps Engineer,Technology,201-1000,7,On-site
R00322,2026,21,Male,United States,High School,ML Engineer,Consulting,201-1000,11,Hybrid
R00323,2026,27,Female,South Korea,Master's,Data Analyst,Healthcare,201-1000,4,Fully Remote
R00324,2026,27,Female,United States,Master's,AI Researcher,Finance & Banking,5000+,31,Fully Remote
R00325,2025,39,Female,United States,Bachelor's,Software Engineer,Consulting,201-1000,3,Fully Remote
R00326,2024,36,Female,UAE,Bachelor's,ML Engineer,Technology,5000+,3,Fully Remote
R00327,2026,39,Female,South Africa,Bachelor's,ML Engineer,Technology,11-50,16,Fully Remote
R00328,2024,42,Male,United States,Self-taught / Bootcamp,Product Manager,E-commerce,201-1000,12,Fully Remote
R00329,2024,29,Prefer not to say,India,PhD,Business Analyst,Technology,201-1000,11,Fully Remote
R00330,2024,22,Male,Netherlands,Bachelor's,Data Analyst,Finance & Banking,11-50,11,Fully Remote
R00331,2025,22,Female,Canada,Master's,AI Ethics / Policy,Media & Entertainment,51-200,7,Fully Remote
R00332,2024,18,Female,South Africa,Master's,Business Analyst,Healthcare,201-1000,3,Fully Remote
R00333,2024,28,Male,United Kingdom,Master's,UX Designer,Technology,201-1000,7,Hybrid
R00334,2025,28,Prefer not to say,United States,Bachelor's,Data Analyst,Healthcare,5000+,4,Fully Remote
R00335,2026,38,Male,United States,Bachelor's,Data Scientist,E-commerce,11-50,14,Fully Remote
R00336,2025,32,Male,Brazil,PhD,Product Manager,Finance & Banking,51-200,6,Fully Remote
R00337,2026,28,Male,Singapore,Self-taught / Bootcamp,Data Engineer,Technology,51-200,4,On-site
R00338,2024,31,Male,South Korea,Bachelor's,AI Researcher,Government,1001-5000,5,Hybrid
R00339,2024,23,Female,Sweden,Bachelor's,Product Manager,Technology,51-200,9,Hybrid
R00340,2025,40,Male,India,Bachelor's,Student / Intern,Automotive,5000+,4,Fully Remote
R00341,2025,25,Female,Netherlands,Master's,Software Engineer,Technology,5000+,4,Hybrid
R00342,2025,22,Female,Nigeria,Bachelor's,Full-Stack Developer,Manufacturing,11-50,8,Hybrid
R00343,2026,38,Male,Kenya,Bachelor's,AI Researcher,Technology,51-200,8,Hybrid
R00344,2026,36,Male,United Kingdom,Master's,Data Analyst,E-commerce,201-1000,5,Hybrid
R00345,2026,18,Male,France,Bachelor's,ML Engineer,Technology,5000+,5,Hybrid
R00346,2025,38,Non-binary,Brazil,Bachelor's,Full-Stack Developer,Technology,11-50,8,Hybrid
R00347,2024,26,Female,France,Master's,Data Engineer,Telecom,51-200,2,On-site
R00348,2025,29,Male,India,Master's,Data Analyst,Healthcare,1001-5000,2,Fully Remote
R00349,2024,33,Male,Japan,PhD,Full-Stack Developer,Finance & Banking,1001-5000,4,On-site
R00350,2024,36,Male,Japan,Bachelor's,Product Manager,Automotive,51-200,6,Hybrid
R00351,2024,35,Male,India,Bachelor's,ML Engineer,Technology,5000+,9,On-site
R00352,2025,31,Female,Germany,Master's,Engineering Manager,Finance & Banking,51-200,20,Fully Remote
R00353,2024,28,Female,Germany,PhD,Business Analyst,Technology,1001-5000,13,Fully Remote
R00354,2024,35,Male,Singapore,Bachelor's,UX Designer,Legal,1001-5000,6,Fully Remote
R00355,2025,31,Female,Australia,Bachelor's,Software Engineer,E-commerce,5000+,7,Fully Remote
R00356,2025,46,Male,Germany,Bachelor's,Engineering Manager,Consulting,51-200,3,Hybrid
R00357,2025,36,Male,Australia,Self-taught / Bootcamp,Software Engineer,Technology,201-1000,7,Fully Remote
R00358,2025,24,Female,India,Self-taught / Bootcamp,Data Scientist,Finance & Banking,201-1000,6,Hybrid
R00359,2024,28,Male,India,Master's,Data Scientist,Education,1-10,9,Fully Remote
R00360,2024,32,Male,India,Bachelor's,Data Scientist,Technology,1001-5000,4,On-site
R00361,2024,42,Male,United States,PhD,ML Engineer,E-commerce,1001-5000,10,Fully Remote
R00362,2026,43,Male,Japan,Master's,ML Engineer,Automotive,5000+,21,On-site
R00363,2025,28,Male,China,PhD,Data Scientist,Automotive,1001-5000,6,Fully Remote
R00364,2024,24,Female,India,Self-taught / Bootcamp,UX Designer,Finance & Banking,201-1000,9,On-site
R00365,2024,23,Male,Indonesia,Bachelor's,Data Engineer,E-commerce,201-1000,11,Fully Remote
R00366,2026,34,Male,France,Self-taught / Bootcamp,Full-Stack Developer,Technology,1001-5000,5,Fully Remote
R00367,2025,50,Male,India,Self-taught / Bootcamp,Data Analyst,Agriculture,1-10,8,Fully Remote
R00368,2026,36,Male,United States,Master's,Data Analyst,E-commerce,201-1000,7,On-site
R00369,2024,19,Male,Netherlands,Master's,Data Analyst,Technology,1-10,7,Hybrid
R00370,2024,26,Female,Japan,Master's,Software Engineer,Telecom,201-1000,4,Fully Remote
R00371,2026,27,Female,India,Master's,Product Manager,Healthcare,11-50,7,Hybrid
R00372,2025,25,Male,India,Master's,Data Scientist,Manufacturing,1-10,10,Hybrid
R00373,2025,28,Female,Poland,Bachelor's,DevOps / MLOps Engineer,Telecom,1001-5000,20,On-site
R00374,2025,34,Male,United States,Bachelor's,AI Researcher,Finance & Banking,1001-5000,14,Hybrid
R00375,2025,37,Male,Kenya,Master's,Data Engineer,Education,201-1000,33,Hybrid
R00376,2025,40,Female,United States,Self-taught / Bootcamp,Student / Intern,Technology,1-10,4,Fully Remote
R00377,2024,36,Female,Germany,Bachelor's,UX Designer,Finance & Banking,5000+,13,Hybrid
R00378,2025,18,Male,Canada,Master's,Business Analyst,Technology,11-50,8,Hybrid
R00379,2026,23,Male,Germany,PhD,Data Analyst,Manufacturing,201-1000,34,Hybrid
R00380,2024,30,Male,India,Bachelor's,ML Engineer,Finance & Banking,51-200,4,Fully Remote
R00381,2025,33,Male,India,Self-taught / Bootcamp,DevOps / MLOps Engineer,Government,11-50,4,Hybrid
R00382,2025,38,Male,Netherlands,Master's,ML Engineer,Government,201-1000,4,Fully Remote
R00383,2026,32,Female,India,Self-taught / Bootcamp,Data Scientist,Consulting,11-50,1,On-site
R00384,2025,32,Male,France,PhD,Product Manager,Technology,51-200,5,On-site
R00385,2025,33,Male,Kenya,PhD,Data Analyst,E-commerce,1001-5000,4,Fully Remote
R00386,2026,29,Male,Kenya,Bachelor's,UX Designer,Manufacturing,201-1000,8,Hybrid
R00387,2026,32,Female,United States,Master's,DevOps / MLOps Engineer,Finance & Banking,201-1000,9,Hybrid
R00388,2025,41,Male,Australia,Bachelor's,DevOps / MLOps Engineer,Finance & Banking,51-200,27,On-site
R00389,2025,31,Male,France,Self-taught / Bootcamp,Full-Stack Developer,Media & Entertainment,1001-5000,14,Hybrid
R00390,2024,31,Male,India,Master's,Software Engineer,Finance & Banking,1001-5000,4,Fully Remote
R00391,2025,31,Female,United Kingdom,Bachelor's,Consultant,Finance & Banking,1001-5000,3,Hybrid
R00392,2026,42,Male,India,Master's,ML Engineer,Education,51-200,10,Fully Remote
R00393,2026,23,Male,Canada,Bachelor's,UX Designer,Education,5000+,2,Hybrid
R00394,2024,46,Male,South Korea,PhD,Engineering Manager,Government,1001-5000,26,On-site
R00395,2025,22,Male,Mexico,Master's,Data Scientist,Technology,11-50,16,Hybrid
R00396,2025,26,Male,Netherlands,Bachelor's,DevOps / MLOps Engineer,Technology,5000+,5,On-site
R00397,2026,37,Male,Germany,Master's,Full-Stack Developer,Government,201-1000,2,Fully Remote
R00398,2025,40,Male,Israel,Bachelor's,Consultant,E-commerce,1001-5000,19,On-site
R00399,2025,20,Female,Brazil,Bachelor's,ML Engineer,Consulting,51-200,6,Fully Remote
R00400,2024,23,Male,Germany,Bachelor's,Product Manager,Healthcare,201-1000,17,On-site
R00401,2025,34,Female,UAE,Self-taught / Bootcamp,Full-Stack Developer,Healthcare,1001-5000,2,Fully Remote
R00402,2024,50,Male,India,Master's,ML Engineer,Healthcare,5000+,4,Fully Remote
R00403,2026,41,Prefer not to say,United States,Master's,Data Engineer,Media & Entertainment,5000+,7,On-site
R00404,2026,30,Prefer not to say,South Korea,Master's,Data Analyst,Education,5000+,7,Hybrid
R00405,2025,18,Female,UAE,Master's,DevOps / MLOps Engineer,Healthcare,201-1000,5,Hybrid
R00406,2025,32,Prefer not to say,United States,Bachelor's,Data Scientist,Technology,11-50,11,Hybrid
R00407,2026,34,Male,Singapore,Bachelor's,ML Engineer,Technology,201-1000,3,Fully Remote
R00408,2024,28,Female,Germany,Bachelor's,Data Analyst,Technology,51-200,6,Hybrid
R00409,2024,25,Male,Japan,Bachelor's,Software Engineer,Technology,1001-5000,8,Hybrid
R00410,2026,33,Female,United States,Master's,Consultant,Education,51-200,10,Hybrid
R00411,2026,24,Male,Spain,Bachelor's,Full-Stack Developer,Government,201-1000,12,Hybrid
R00412,2026,46,Male,Mexico,Master's,Data Engineer,Healthcare,1001-5000,3,Hybrid
R00413,2024,44,Prefer not to say,United Kingdom,High School,Data Analyst,Healthcare,5000+,2,On-site
R00414,2024,37,Male,Poland,Master's,Data Analyst,Technology,1001-5000,18,On-site
R00415,2024,32,Female,Poland,Self-taught / Bootcamp,Full-Stack Developer,Retail,1-10,9,On-site
R00416,2024,26,Female,Germany,Bachelor's,Software Engineer,Media & Entertainment,11-50,4,Fully Remote
R00417,2026,31,Male,South Africa,Bachelor's,Data Analyst,Healthcare,5000+,21,Fully Remote
R00418,2024,45,Male,Italy,Bachelor's,AI Researcher,Technology,1001-5000,8,Hybrid
R00419,2025,38,Male,India,Bachelor's,Product Manager,Telecom,11-50,16,On-site
R00420,2024,33,Non-binary,United States,Bachelor's,DevOps / MLOps Engineer,Technology,201-1000,7,Hybrid
R00421,2025,39,Prefer not to say,India,Bachelor's,Business Analyst,Manufacturing,201-1000,31,Fully Remote
R00422,2026,36,Female,Canada,Self-taught / Bootcamp,Data Analyst,Finance & Banking,1001-5000,25,On-site
R00423,2024,35,Female,United States,Master's,Software Engineer,Telecom,5000+,6,Hybrid
R00424,2025,39,Male,United States,Self-taught / Bootcamp,Engineering Manager,Education,1001-5000,14,Fully Remote
R00425,2024,36,Male,Spain,Master's,Data Engineer,Finance & Banking,1001-5000,11,Hybrid
R00426,2024,38,Male,Netherlands,Self-taught / Bootcamp,Data Scientist,Technology,1001-5000,19,Fully Remote
R00427,2025,33,Male,Mexico,PhD,AI Researcher,Technology,11-50,3,Hybrid
R00428,2025,29,Male,Spain,Self-taught / Bootcamp,Software Engineer,Healthcare,1001-5000,11,Fully Remote
R00429,2025,27,Male,United Kingdom,Bachelor's,DevOps / MLOps Engineer,Media & Entertainment,201-1000,15,Hybrid
R00430,2026,26,Female,Japan,Master's,AI Researcher,Technology,5000+,2,Fully Remote
R00431,2025,19,Male,India,Master's,Data Scientist,Finance & Banking,1001-5000,3,Fully Remote
R00432,2024,24,Male,Brazil,Master's,Business Analyst,Healthcare,51-200,1,Fully Remote
R00433,2025,24,Male,India,Master's,Software Engineer,Technology,5000+,6,Hybrid
R00434,2024,27,Female,United States,PhD,Software Engineer,Government,51-200,12,Hybrid
R00435,2025,44,Male,United States,Self-taught / Bootcamp,Data Scientist,Technology,201-1000,21,Fully Remote
R00436,2025,30,Male,Brazil,PhD,Data Engineer,Media & Entertainment,1-10,7,Fully Remote
R00437,2024,33,Female,South Africa,Self-taught / Bootcamp,Product Manager,Finance & Banking,1001-5000,23,Fully Remote
R00438,2026,34,Male,United States,Master's,Data Analyst,Healthcare,201-1000,2,Fully Remote
R00439,2026,44,Male,Canada,Master's,Business Analyst,Healthcare,201-1000,2,Hybrid
R00440,2026,27,Female,Japan,Master's,Software Engineer,Finance & Banking,51-200,7,On-site
R00441,2024,30,Male,Canada,Master's,Product Manager,Finance & Banking,201-1000,9,Fully Remote
R00442,2025,31,Male,Sweden,Self-taught / Bootcamp,ML Engineer,Automotive,201-1000,7,Fully Remote
R00443,2026,41,Male,United States,Self-taught / Bootcamp,Data Scientist,Finance & Banking,1-10,1,On-site
R00444,2024,42,Male,United States,Master's,Product Manager,Technology,11-50,6,Hybrid
R00445,2026,35,Female,United Kingdom,PhD,ML Engineer,Finance & Banking,5000+,2,Hybrid
R00446,2024,41,Male,Brazil,Master's,Full-Stack Developer,Media & Entertainment,1001-5000,11,Fully Remote
R00447,2024,33,Female,India,Master's,Data Analyst,Finance & Banking,11-50,9,On-site
R00448,2026,30,Male,United States,PhD,ML Engineer,Technology,5000+,3,Hybrid
R00449,2026,41,Male,South Korea,Master's,Product Manager,Healthcare,201-1000,5,On-site
R00450,2026,35,Male,India,Bachelor's,Data Scientist,Technology,1001-5000,3,Hybrid
R00451,2026,26,Female,Germany,Master's,Full-Stack Developer,Healthcare,201-1000,7,On-site
R00452,2024,39,Female,Israel,Master's,Data Analyst,Telecom,1001-5000,14,Fully Remote
R00453,2024,30,Male,France,Bachelor's,Data Engineer,Healthcare,1001-5000,3,Hybrid
R00454,2026,29,Female,Canada,Master's,Data Scientist,E-commerce,1-10,10,Fully Remote
R00455,2024,39,Male,United Kingdom,Self-taught / Bootcamp,Software Engineer,Consulting,5000+,5,On-site
R00456,2025,31,Male,Canada,Self-taught / Bootcamp,ML Engineer,E-commerce,1001-5000,4,On-site
R00457,2025,35,Male,Netherlands,Master's,Data Scientist,Technology,51-200,6,Fully Remote
R00458,2024,37,Male,Nigeria,Master's,Consultant,Technology,51-200,3,Hybrid
R00459,2024,25,Male,Australia,Bachelor's,Business Analyst,Energy,1001-5000,5,Hybrid
R00460,2025,35,Male,South Korea,PhD,Software Engineer,Consulting,1001-5000,3,Hybrid
R00461,2026,42,Male,United States,Master's,ML Engineer,Government,11-50,29,Hybrid
R00462,2025,24,Male,United States,Master's,ML Engineer,E-commerce,5000+,7,On-site
R00463,2025,35,Male,Netherlands,Master's,Data Scientist,Finance & Banking,1001-5000,4,Fully Remote
R00464,2025,25,Female,India,Bachelor's,Data Scientist,Media & Entertainment,5000+,8,Hybrid
R00465,2024,40,Female,Mexico,PhD,Data Scientist,Manufacturing,201-1000,6,Fully Remote
R00466,2024,40,Prefer not to say,Canada,Master's,DevOps / MLOps Engineer,Manufacturing,11-50,6,On-site
R00467,2025,29,Male,Germany,PhD,Product Manager,E-commerce,5000+,11,Fully Remote
R00468,2024,49,Male,Singapore,Bachelor's,Product Manager,Finance & Banking,5000+,12,On-site
R00469,2024,40,Female,Netherlands,Master's,Full-Stack Developer,Healthcare,1-10,5,Hybrid
R00470,2025,37,Male,Japan,Bachelor's,ML Engineer,E-commerce,201-1000,4,On-site
R00471,2025,37,Male,Japan,Self-taught / Bootcamp,Software Engineer,Technology,1-10,6,Fully Remote
R00472,2024,39,Male,Canada,Self-taught / Bootcamp,Data Scientist,Finance & Banking,51-200,1,Hybrid
R00473,2025,24,Female,Indonesia,Bachelor's,Product Manager,Consulting,5000+,2,Fully Remote
R00474,2025,33,Female,Poland,Master's,AI Ethics / Policy,Finance & Banking,1001-5000,19,Fully Remote
R00475,2024,35,Female,India,Bachelor's,Data Engineer,Agriculture,5000+,23,Hybrid
R00476,2026,28,Prefer not to say,South Korea,Self-taught / Bootcamp,Product Manager,Healthcare,201-1000,6,On-site
R00477,2024,35,Prefer not to say,Poland,Bachelor's,DevOps / MLOps Engineer,Education,1001-5000,11,Fully Remote
R00478,2026,41,Male,France,Bachelor's,Student / Intern,E-commerce,201-1000,9,Fully Remote
R00479,2024,28,Male,Brazil,Bachelor's,AI Researcher,E-commerce,201-1000,35,Hybrid
R00480,2026,31,Male,Australia,Master's,UX Designer,Energy,201-1000,16,Fully Remote
R00481,2024,25,Male,United States,Bachelor's,AI Researcher,Technology,11-50,6,Hybrid
R00482,2026,18,Male,United States,Master's,Data Scientist,Finance & Banking,1001-5000,3,Fully Remote
R00483,2025,38,Male,Nigeria,Master's,AI Ethics / Policy,Finance & Banking,5000+,2,On-site
R00484,2025,31,Male,Brazil,Master's,Data Scientist,Finance & Banking,11-50,8,Hybrid
R00485,2025,32,Female,United States,Master's,Business Analyst,Retail,51-200,4,On-site
R00486,2024,24,Male,United Kingdom,Bachelor's,ML Engineer,Technology,5000+,2,Hybrid
R00487,2026,30,Male,India,Self-taught / Bootcamp,Engineering Manager,Finance & Banking,51-200,4,On-site
R00488,2024,40,Male,Mexico,Bachelor's,ML Engineer,Media & Entertainment,5000+,3,Hybrid
R00489,2026,32,Female,Canada,Self-taught / Bootcamp,ML Engineer,Finance & Banking,1001-5000,24,On-site
R00490,2024,32,Female,Brazil,Master's,Data Analyst,Telecom,5000+,13,Hybrid
R00491,2025,33,Male,India,Master's,AI Researcher,Finance & Banking,11-50,7,Fully Remote
R00492,2025,22,Non-binary,South Korea,Bachelor's,Data Engineer,Technology,1001-5000,20,On-site
R00493,2025,36,Male,Indonesia,Bachelor's,Full-Stack Developer,E-commerce,1-10,7,Hybrid
R00494,2024,21,Female,South Korea,Master's,Software Engineer,E-commerce,201-1000,4,On-site
R00495,2026,24,Male,Canada,Bachelor's,Software Engineer,Technology,51-200,21,Hybrid
R00496,2026,23,Male,Kenya,Master's,Product Manager,Media & Entertainment,1001-5000,10,Fully Remote
R00497,2026,30,Male,India,Master's,Product Manager,Technology,1001-5000,3,On-site
R00498,2025,29,Male,United States,Bachelor's,Data Engineer,Technology,51-200,6,Fully Remote
R00499,2025,31,Female,Germany,Bachelor's,Data Analyst,Education,5000+,4,Fully Remote
R00500,2025,24,Female,India,Self-taught / Bootcamp,UX Designer,Energy,201-1000,2,Fully Remote
R00501,2024,40,Male,India,Master's,ML Engineer,Technology,1001-5000,14,Hybrid
R00502,2026,38,Male,Brazil,PhD,Data Engineer,Consulting,1001-5000,28,Hybrid
R00503,2024,30,Male,United Kingdom,Bachelor's,Software Engineer,Government,11-50,2,Hybrid
R00504,2025,28,Male,UAE,High School,Full-Stack Developer,Technology,1001-5000,10,Hybrid
R00505,2025,27,Non-binary,India,Master's,Product Manager,Healthcare,5000+,4,Fully Remote
